x, y, theta, stamp, 
1.0525619131840358e-07, -1.1970976743214123e-07, 1.1924150321612036e-06, 1729801279154661935, 
1.0525619131840358e-07, -1.1970976743214123e-07, 1.1924185358893323e-06, 1729801279205682338, 
1.0525619131840358e-07, -1.1970976743214123e-07, 1.1924185358893323e-06, 1729801279254657951, 
0.0012333684135228395, -3.254068724345416e-05, 0.007367317854166972, 1729801279304745853, 
0.004961933940649033, 0.0002496084780432284, 0.01412783160669444, 1729801279350828672, 
0.013135300949215889, 0.0003206420806236565, 0.02500541133662691, 1729801279414946056, 
0.02111963927745819, 0.001103673130273819, 0.03586332733763944, 1729801279465848332, 
0.030970295891165733, 0.001729326555505395, 0.04830681994002168, 1729801279511724323, 
0.04108639061450958, 0.002510723890736699, 0.061862314866538544, 1729801279554617110, 
0.05498889461159706, 0.0037139151245355606, 0.07892031568876805, 1729801279604658133, 
0.07083755731582642, 0.005325470585376024, 0.09865850565636095, 1729801279654634566, 
0.08665526658296585, 0.00720998365432024, 0.11781494336758319, 1729801279705742539, 
0.10122758150100708, 0.00921358447521925, 0.13454436899740185, 1729801279752200763, 
0.13493843376636505, 0.014886554330587387, 0.175931012006387, 1729801279865772419, 
0.16195732355117798, 0.020631754770874977, 0.2075337217552782, 1729801279954622909, 
0.1916934996843338, 0.02774069458246231, 0.24267794118745678, 1729801280054669371, 
0.21981696784496307, 0.0356651246547699, 0.28687575754461514, 1729801280151799190, 
0.2529520094394684, 0.046960972249507904, 0.34192011735727545, 1729801280266683580, 
0.27847325801849365, 0.05701495334506035, 0.3857940488486193, 1729801280354694410, 
0.3062925934791565, 0.06929659843444824, 0.4287120064605206, 1729801280454862921, 
0.33291012048721313, 0.08283599466085434, 0.4720859774822779, 1729801280552814616, 
0.3618619740009308, 0.09903137385845184, 0.5271542780293543, 1729801280661834055, 
0.3859168291091919, 0.11405386030673981, 0.5740777236701876, 1729801280754631275, 
0.4111988842487335, 0.13158878684043884, 0.624688958308496, 1729801280855729028, 
0.4365801513195038, 0.1506122201681137, 0.6749743640546705, 1729801280953122499, 
0.46169885993003845, 0.17248862981796265, 0.7250003879072175, 1729801281062689849, 
0.4820462167263031, 0.1920449137687683, 0.7655339574154201, 1729801281154700480, 
0.5035627484321594, 0.2141495794057846, 0.8101047671203592, 1729801281255659682, 
0.5233389735221863, 0.23643827438354492, 0.8496295125299325, 1729801281353845345, 
0.5447381734848022, 0.2628132104873657, 0.8884624477006547, 1729801281463846786, 
0.562015950679779, 0.2855219542980194, 0.9190128551103978, 1729801281556782909, 
0.5799252390861511, 0.31060147285461426, 0.9511517325500355, 1729801281656667153, 
0.5967159867286682, 0.3354487419128418, 0.9759856793018516, 1729801281753517012, 
0.6149210929870605, 0.36379554867744446, 0.9959941092366323, 1729801281863915775, 
0.6300069093704224, 0.38836851716041565, 1.0139385859042385, 1729801281955708001, 
0.6458681225776672, 0.41472703218460083, 1.0278360619244213, 1729801282056705422, 
0.6614170670509338, 0.4414578974246979, 1.0364035047502587, 1729801282154548498, 
0.6785828471183777, 0.4710250496864319, 1.044224532121173, 1729801282264926715, 
0.6926470398902893, 0.4950951933860779, 1.046040518868554, 1729801282354717574, 
0.7081461548805237, 0.5215783715248108, 1.0468701331668309, 1729801282454710080, 
0.7233284711837769, 0.5476872324943542, 1.0466018790161564, 1729801282555127162, 
0.7406192421913147, 0.5770492553710938, 1.0447114933798551, 1729801282664710289, 
0.7547623515129089, 0.6012538075447083, 1.042062807903761, 1729801282755666958, 
0.7702913880348206, 0.62724369764328, 1.038950674071141, 1729801282854682609, 
0.7860344052314758, 0.6536203026771545, 1.0371894069190828, 1729801282955403149, 
0.8032491207122803, 0.6826763153076172, 1.0376765740534835, 1729801283065065514, 
0.8175790905952454, 0.7064365744590759, 1.0374873400426188, 1729801283155687032, 
0.8330889344215393, 0.7323805689811707, 1.0360071407344196, 1729801283254728140, 
0.8486372232437134, 0.758441150188446, 1.034207937940224, 1729801283355834273, 
0.8659859895706177, 0.7875922918319702, 1.0344904918387394, 1729801283464723890, 
0.8803501725196838, 0.8112539052963257, 1.0346760672600148, 1729801283555735182, 
0.8959310054779053, 0.8377412557601929, 1.035849792257861, 1729801283654687358, 
0.9114989042282104, 0.8640110492706299, 1.040814954905561, 1729801283756242198, 
0.9285971522331238, 0.8931456208229065, 1.0483438818406006, 1729801283864723605, 
0.9422995448112488, 0.9168773889541626, 1.054389470300731, 1729801283955708375, 
0.9571733474731445, 0.9434146881103516, 1.0602171679977621, 1729801284054713341, 
0.9721801280975342, 0.9703036546707153, 1.067108108626582, 1729801284155789282, 
0.9884058833122253, 0.9999444484710693, 1.0762440945729805, 1729801284264722072, 
1.0012990236282349, 1.0246222019195557, 1.0860349725076188, 1729801284355802099, 
1.0154635906219482, 1.051970362663269, 1.0974489990268468, 1729801284454699637, 
1.0291365385055542, 1.0792491436004639, 1.1061800222688825, 1729801284555658005, 
1.0442618131637573, 1.1095678806304932, 1.1167081797067837, 1729801284664715348, 
1.056419014930725, 1.1345752477645874, 1.1253450809193422, 1729801284755715921, 
1.0694773197174072, 1.1622122526168823, 1.134641707650846, 1729801284854720584, 
1.0822969675064087, 1.190211534500122, 1.1423543920387869, 1729801284956365119, 
1.0963165760040283, 1.2211809158325195, 1.1514541646864747, 1729801285064879493, 
1.1074124574661255, 1.2463603019714355, 1.1600712207273045, 1729801285157040210, 
1.1195164918899536, 1.2744439840316772, 1.1657867181495292, 1729801285255398898, 
1.1315821409225464, 1.3022795915603638, 1.1711606717650598, 1729801285355623039, 
1.1445730924606323, 1.3332568407058716, 1.177320964362268, 1729801285466308608, 
1.150455355644226, 1.3477052450180054, 1.1802173164938412, 1729801285516370813, 
1.16636323928833, 1.387218952178955, 1.184053028973697, 1729801285655917133, 
1.1782037019729614, 1.415554165840149, 1.1884264284602208, 1729801285755774727, 
1.1907734870910645, 1.4470030069351196, 1.192994359485641, 1729801285866058248, 
1.2009475231170654, 1.4726744890213013, 1.195443871340519, 1729801285956175673, 
1.2123186588287354, 1.5006897449493408, 1.1965342677693336, 1729801286056259276, 
1.2236884832382202, 1.5290250778198242, 1.1988907943558387, 1729801286157119065, 
1.2362085580825806, 1.560583233833313, 1.2028716973351714, 1729801286265860054, 
1.24628484249115, 1.5865092277526855, 1.2040903462529833, 1729801286355849670, 
1.2573047876358032, 1.6148786544799805, 1.2053582407254764, 1729801286455729486, 
1.2682626247406006, 1.6433926820755005, 1.2071396935836038, 1729801286556599224, 
1.2801923751831055, 1.6747076511383057, 1.2085008310071341, 1729801286665765692, 
1.290169596672058, 1.7003676891326904, 1.2082447103088707, 1729801286755749969, 
1.3014895915985107, 1.728568196296692, 1.2075945639694694, 1729801286855742078, 
1.3123376369476318, 1.7569854259490967, 1.2061905662655277, 1729801286957346904, 
1.3245009183883667, 1.788249135017395, 1.2073587770510104, 1729801287065787060, 
1.3343737125396729, 1.8137911558151245, 1.2066815662272734, 1729801287155748741, 
1.3454853296279907, 1.8420103788375854, 1.2058805850092094, 1729801287255722725, 
1.3560216426849365, 1.8694547414779663, 1.2053765274648693, 1729801287357442758, 
1.3670790195465088, 1.8979151248931885, 1.2053765274648693, 1729801287464940404, 
1.375677466392517, 1.9196425676345825, 1.2047036548715884, 1729801287555752592, 
1.38495934009552, 1.9428822994232178, 1.2033702467164107, 1729801287655746229, 
1.3943557739257812, 1.96710205078125, 1.202486518147751, 1729801287765658134, 
1.401865005493164, 1.9864609241485596, 1.2029118548916318, 1729801287865795395, 
1.4086536169052124, 2.0038340091705322, 1.2040891707630057, 1729801287955713256, 
1.4157284498214722, 2.0220839977264404, 1.2032243796165485, 1729801288055786518, 
1.4221395254135132, 2.038748025894165, 1.201626330451234, 1729801288151900077, 
1.4290891885757446, 2.056973934173584, 1.202407190974901, 1729801288265944384, 
1.4339625835418701, 2.0697383880615234, 1.202500877126564, 1729801288355785522, 
1.4389753341674805, 2.082874298095703, 1.2049932303306752, 1729801288456216868, 
