e, e_dot, e_int, stamp, 
-0.7536592848797239, -0.002340238821694207, -0.150638247423077, 1732832328226072982, 
-0.75353690254672, -0.0019322977116812783, -0.15067689337731063, 1732832328274051480, 
-0.7534718788857095, 0.0006246866467144822, -0.15071120442081024, 1732832328434083852, 
-0.7535951883957277, -0.00019428616335896246, -0.15070693132187712, 1732832328526189177, 
-0.7535783943864856, -0.0003550516692533516, -0.1507096974445282, 1732832328626307628, 
-0.7535580720218209, 0.00012372124635599371, -0.15071544365360226, 1732832328723812683, 
-0.7535679457750015, 3.4828704946754385e-05, -0.1507136274788872, 1732832328816337273, 
-0.7535243108460856, 0.00011253725245093567, -0.1507100219095272, 1732832328926374529, 
-0.7523461751079088, 0.004072568890309085, -0.15062922878193305, 1732832329028175453, 
-0.742021259946611, 0.03834350299824892, -0.14985944972670703, 1732832329125264341, 
-0.35988485574109436, 1.3082043978893814, -0.12361681938637427, 1732832329218481040, 
-0.276249218752522, 1.552573470646963, -0.09187702229601516, 1732832329327307888, 
-0.2063708788556928, 0.5117132562846719, -0.05616699688995395, 1732832329428353295, 
-0.13616532399526668, 0.4669463158575177, -0.0412523614402321, 1732832329526375379, 
-0.05838688684647312, 0.4932799733640656, -0.02672820597982884, 1732832329616785607, 
0.01973088928547878, 0.5196540442691515, -0.0116547547704174, 1732832329727325975, 
0.10338122626666403, 0.539227043710457, 0.004315015247044645, 1732832329826346550, 
0.18196503280267076, 0.5407804783906399, 0.020338476556987572, 1732832329925893715, 
0.22615330408066397, 0.4092402593799998, 0.03409997087666659, 1732832330017704073, 
0.20522050994374347, 0.07751825713690902, 0.040889256455138544, 1732832330126204196, 
0.22322904180043462, -0.009747540934097835, 0.0436401903883228, 1732832330226156256, 
0.5375565539341975, 1.1077868133015134, 0.06440040704522504, 1732832330326516688, 
0.5600267629481763, 1.1226590704924722, 0.08805415724552056, 1732832330417486508, 
0.5781454040284484, 0.13529616698083613, 0.11171524806072149, 1732832330526431354, 
0.5851966868983538, 0.08389974650059158, 0.11489125692499856, 1732832330626125800, 
0.6121713256470447, 0.11341973872865434, 0.11836756110492312, 1732832330727628269, 
0.6162146870239222, 0.10339333375189479, 0.12090551330462138, 1732832330835838773, 
0.589037159017463, -0.07711388876527225, 0.12116154477922866, 1732832330927600381, 
0.7222669215900326, 0.35350744855370114, 0.12850125117542785, 1732832331026721851, 
0.6993053828998241, 0.3675607462745371, 0.13404063090048798, 1732832331126167251, 
0.6476736252693195, -0.24864432106904366, 0.13794972865061175, 1732832331236073295, 
0.6346793034728319, -0.21542026475664092, 0.13211055410946504, 1732832331326715725, 
0.47241297630687357, -0.584202163208153, 0.116984393669935, 1732832331426185947, 
0.4412486597185099, -0.6447688125144064, 0.10322272929988102, 1732832331527198591, 
0.41186230164612947, -0.20183558220248032, 0.08836826251143419, 1732832331635933442, 
0.36920048815231965, -0.24016057188730086, 0.08148742996779727, 1732832331727386501, 
0.35428912533483836, -0.1919105877043037, 0.07569012767555248, 1732832331826071675, 
0.3261100193778011, -0.14363489591506184, 0.06997330885766394, 1732832331926242376, 
0.3033809722500842, -0.1696938436158472, 0.06558534113084824, 1732832332016007386, 
0.2702532207952381, -0.1861893286085433, 0.05998294749487489, 1732832332128661905, 
0.0492190416610509, -0.8472064352967776, 0.04152354898042489, 1732832332226378867, 
0.0021492178996700417, -0.8936800096518936, 0.021441432023730604, 1732832332326205669, 
-0.045177476990073906, -0.314655062170416, 0.00041271883804313566, 1732832332482390407, 
-0.059176089334445625, -0.20441769078038555, -0.006813623228323299, 1732832332530408911, 
-0.06450973656171344, -0.06444086523879844, -0.011257553525748865, 1732832332622192120, 
-0.06428241962786041, -0.01702110097804928, -0.012531216368267964, 1732832332729289398, 
-0.06420061362487373, 0.0010304097894657065, -0.012866184654296505, 1732832332831111419, 
-0.0641184181993315, 0.0005466714284296792, -0.012840096763471042, 1732832332931254739, 
-0.06413005594582044, 0.000235192263510949, -0.012829939184668378, 1732832333022219588, 
-0.06414498726789686, -8.856356188450636e-05, -0.01282623076086992, 1732832333135861989, 
-0.06356327470616052, 0.0018892707988663975, -0.012789221194658522, 1732832333236201796, 
-0.05752871415513938, 0.022054243709191585, -0.012349131741946451, 1732832333326308663, 
-0.055019524745181236, 0.028479166536597617, -0.01174076757376541, 1732832333426396710, 
-0.05336224858169669, 0.0138882185781423, -0.01106069916546782, 1732832333527249071, 
-0.04204313628681422, 0.04325462819455672, -0.010028327307579476, 1732832333636497374, 
-0.035725318355673386, 0.05878976742007769, -0.008742046881612286, 1732832333726216315, 
-0.03418205265559482, 0.02620361210406467, -0.0074633671532054946, 1732832333826239035, 
-0.03390972141110482, 0.006051989815228549, -0.006921139494824868, 1732832333922284119, 
-0.03318366361262792, 0.0033279634765563206, -0.006751695845288504, 1732832334017648496, 
-0.0283738437919272, 0.018452925397258735, -0.006364481921043996, 1732832334127273704, 
-0.19028895055657563, -0.523684289813159, -0.016789763864075383, 1732832334226099528, 
-0.19581313442665688, -0.5581309687824322, -0.027631728585010645, 1732832334327711826, 
-0.20389847161329716, -0.045365070189071766, -0.03933337043976864, 1732832334417528098, 
-0.30290177703432114, -0.35696214202554755, -0.046840892204951676, 1732832334527549775, 
-0.31368178320488443, -0.36594437197195756, -0.05469880212350019, 1732832334626247648, 
-0.31448389712277486, -0.03860706696151239, -0.062071163824132025, 1732832334723536580, 
-0.31381947567102136, -0.0004589748871230981, -0.06279901039991205, 1732832334838012021, 
-0.3138620908029862, 0.0020726877326288085, -0.06281103090645217, 1732832334927435485, 
-0.31386850970501323, -0.0001634467799728941, -0.06277000507860139, 1732832335026240232, 
-0.31387671136461104, -4.873520541607649e-05, -0.06277382079150737, 1732832335123925911, 
-0.3139140649446387, -0.00015185079875153681, -0.06277728573428419, 1732832335216300116, 
-0.31385763971510716, 6.357216501292247e-05, -0.06277656106829047, 1732832335327413120, 
-0.31379837557554985, 0.00038563123029614993, -0.06277133868235305, 1732832335427264510, 
-0.313751101396074, 0.00035512773011059373, -0.06276047444578206, 1732832335524354749, 
-0.3137383258685574, 0.00020016568997490344, -0.0627525201893454, 1732832335635161580, 
-0.31228497710903436, 0.004887080956798758, -0.06265162695824439, 1732832335727278673, 
-0.2982686415913067, 0.05156561425750217, -0.06161946297125989, 1732832335827250044, 
-0.2890621575561293, 0.07740939850968354, -0.05997438508376469, 1732832335925470183, 
-0.2939422990015486, 0.014421141965860381, -0.05875153987659898, 1732832336018740580, 
-0.32923979349096544, -0.13392545311612047, -0.060816283336576224, 1732832336128203653, 
-0.3107033744231499, -0.05587025140533756, -0.062259031127710925, 1732832336229423886, 
-0.2959615787970689, 0.11092738231298842, -0.062393649780745616, 1732832336325791275, 
-0.26598344300334825, 0.14906643806600542, -0.05817655974823781, 1732832336416854066, 
-0.26052904632231405, 0.11810844158251621, -0.05483160454151541, 1732832336527575810, 
-0.2624239424518856, 0.011865001838208822, -0.05259576211850319, 1732832336627305680, 
-0.25304541731631397, 0.02494543002000027, -0.05173322707270091, 1732832336726550243, 
-0.2351929990956407, 0.09076981118748301, -0.05004415725758936, 1732832336836205320, 
-0.22525538749153712, 0.09263343274925617, -0.047566253593566116, 1732832336927551580, 
0.07157615432602724, 1.022563844738893, -0.025924815484076703, 1732832337027235331, 
0.09893939258767517, 1.0806492669307075, -0.0036493227051889805, 1732832337127686874, 
0.11263864809747634, 0.1368749792381637, 0.018876946334078586, 1732832337217552986, 
0.11364320198861258, 0.04901269800312469, 0.021681416178250937, 1732832337327596645, 
0.11429886914519036, 0.005534070159046722, 0.022705381282085286, 1732832337427451406, 
0.11453559251054893, 0.0029746350731211604, 0.02283184424295679, 1732832337527641973, 
0.11588611208806174, 0.005290809809571269, 0.02298137158292007, 1732832337618077193, 
0.13439843232555307, 0.06620946605001381, 0.024321342461610912, 1732832337717734723, 
0.16685131733567504, 0.16988401749204432, 0.027809057449952657, 1732832337827728978, 
0.1455612198578479, 0.03720929177431609, 0.029787397967938396, 1732832337927647768, 
0.14354734224104485, -0.07767991698210065, 0.030397325295637847, 1732832338037574242, 
0.30833981986016207, 0.5425953333410473, 0.03982989213060365, 1732832338127135159, 
0.31151748086852293, 0.5599004620915936, 0.050893642864648654, 1732832338227622789, 
0.3131365846455664, 0.015989215951347686, 0.06219959235828342, 1732832338327610762, 
0.322462844571784, 0.03648454567753682, 0.06314112733905822, 1732832338416957022, 
0.3278559888880528, 0.04906468080828804, 0.06423036120702688, 1732832338527481639, 
0.3975193135344933, 0.25018822987569783, 0.06985587646628867, 1732832338627140002, 
0.39973790699319756, 0.2396063936838159, 0.07500754729438291, 1732832338727248918, 
0.4064455596051064, 0.029754153568710324, 0.08024685200885315, 1732832338836761012, 
0.40834983165330235, 0.028706415533682656, 0.08096888655010709, 1732832338928334482, 
0.4029387932520821, -0.011689221176747755, 0.08118227896736604, 1732832339023345579, 
0.40422077390856437, -0.013763525815793284, 0.08103395992092993, 1732832339127262734, 
0.40721011900101667, 0.014237752496448578, 0.0809579790774442, 1732832339232487468, 
0.38347104078411454, -0.06916577708149944, 0.07966012891291303, 1732832339334583184, 
0.3445036119741663, -0.20902169008950125, 0.07567898478395317, 1732832339427307961, 
0.30784981842116654, -0.25207074120982664, 0.06905496474529649, 1732832339527490597, 
0.25829498944709073, -0.28736207509025186, 0.06070989465616158, 1732832339617225440, 
0.22807816135342052, -0.2659055235591534, 0.05294819794811185, 1732832339727413732, 
0.195085426373525, -0.21069854357855244, 0.04543057181160241, 1732832339827288566, 
0.16251731840733652, -0.21853614315361333, 0.03904539374228547, 1732832339927243012, 
0.12668505521735596, -0.22800123718723012, 0.0322858533332145, 1732832340037378034, 
0.07833066827222823, -0.28062216711702764, 0.024502202793128047, 1732832340127498982, 
0.043476331405550184, -0.27736241270601925, 0.01656613699300896, 1732832340227445598, 
0.005531052845073048, -0.24266538475718394, 0.008489203501523431, 1732832340328338989, 
-0.034404481653065644, -0.2596027101953861, 0.0009735268398371725, 1732832340437315637, 
-0.07407658314874888, -0.2653587866460731, -0.006863334130449431, 1732832340527341589, 
-0.10169191865896343, -0.22429145668632597, -0.01401153223071853, 1732832340627307927, 
-0.10592645427846148, -0.10616623709904201, -0.018779663739078252, 1732832340722338530, 
-0.10558572333248217, -0.012979348911729138, -0.02088027308466047, 1732832340817388430, 
-0.10543660414563671, 0.0016328337760825502, -0.021129918783772024, 1732832340927572788, 
-0.10540443907393982, 0.0006042808618078599, -0.021095117770137246, 1732832341027293262, 
-0.10538391230337163, 0.0001756394742169487, -0.021081663701529876, 1732832341123342269, 
