imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.011292219161987305, -0.004383862018585205, 0.003761984802648198, 1.378863409211658e-11, 0.00012529508085422808, 1.1004928524016577e-07, -3.1323770213557016e-06, 0.0, 1731617950.208704, 
-0.006755173206329346, 0.013782143592834473, -0.00011562762041404315, 9.948644889666536e-11, 0.00012997076811375693, 7.654524962843171e-07, -2.6464410331960727e-06, 2.3904758048066573e-13, 1731617950.2587168, 
0.0031351447105407715, -0.0046926140785217285, 0.001121115735210983, 3.108734487306517e-11, 0.0001401093387932981, 2.218791776537324e-07, 3.550629343929245e-06, 5.713788441818839e-13, 1731617950.3592248, 
-0.017028212547302246, 0.0037677884101867676, -0.005892995557827675, -4.451607961444201e-10, -0.0002449258811453685, 1.8175326921870219e-06, 2.052568065938395e-05, 3.141460112594269e-12, 1731617950.4199154, 
-0.00990760326385498, -0.003485560417175293, -0.00743182278619361, -7.11479936273439e-10, -0.0005969485431875453, 1.1918614165206379e-06, 4.5494562256245463e-05, 3.58169475717468e-12, 1731617950.4492657, 
0.0044425129890441895, -0.012492656707763672, -0.0027865208438505257, -1.1018279792334308e-09, -0.0005431431491009732, 2.0286143368598306e-06, 4.424817279271239e-05, -4.426658649881102e-12, 1731617950.5137727, 
-0.3034747242927551, 0.1757051944732666, -0.11970045291398705, 2.6447468086185186e-07, -0.007345754242806837, -3.600374748730979e-05, 0.0005431369579368087, 2.990457630496163e-10, 1731617950.5647204, 
0.3116341829299927, 0.0010569095611572266, 0.04867607765774713, 0.0002464851930272666, 0.0008859866331722074, 0.2782041893168808, 0.0005616054329811094, -1.999548321996369e-05, 1731617950.703785, 
-0.008783400058746338, 0.22534000873565674, 0.028734964033680734, 0.027243608990502256, 0.046068841841027594, 0.5913673515933686, 0.00707071893567947, 7.838189614451922e-05, 1731617950.8202739, 
0.1349312663078308, 0.13769245147705078, 0.07137656166349371, 0.05704489675519478, 0.07414968250482867, 0.7693208497754522, 0.014834538589955076, 0.0008954020339164579, 1731617950.9139636, 
0.30131638050079346, -0.0695730447769165, 0.15854091930690953, 0.04127785300637333, 0.04819147332874183, 0.8565385151185001, 0.016071721268497367, 0.0018509615046093438, 1731617951.013677, 
-0.3091050386428833, 0.04418313503265381, -0.023129484399892042, 0.05304340545268859, 0.057085523664228366, 0.9291918869779467, 0.022063285510275997, 0.003395032265543892, 1731617951.1038246, 
0.20217430591583252, -0.065013587474823, 0.06305212870147923, 0.03522582114629652, 0.036797368277611424, 0.9572918606717026, 0.02408496387116208, 0.004810705209223821, 1731617951.203952, 
