imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
0.021904767572757177, -0.027672384583490698, 0.021884899023657804, -9.405493922990445e-13, -5.976302029380064e-06, 1.5737982914437977e-07, -2.017852492449325, -0.49999999999027267, -2.000000293274225, -0.4999999999352662, 180000000, 
-0.03562131209436974, 0.011038399211333615, -0.03556392082737196, -5.931104787583307e-14, 5.024748409197637e-06, -1.1803784596909599e-08, -2.0178071967889117, -0.49999999999040007, -2.0000005200648037, -0.4999999998412375, 215000000, 
0.008377930390803276, -0.03198571479634148, 0.008334076529147291, -2.383451932152794e-12, 1.3726751872833887e-05, -1.7363553695975206e-07, -2.0178064247774046, -0.4999999999901183, -2.0000002557414316, -0.500000001708157, 260000000, 
-0.01872991770092334, 0.03697803159101617, -0.018702907780566637, 1.6112536993162526e-11, 3.235746474502968e-05, 4.979542470377726e-07, -2.0178051336190888, -0.4999999999896687, -1.9999994909188448, -0.5000000058781425, 326000000, 
-0.007191230580198581, -0.016919245194945972, -0.007202719104849441, -2.3132171337530805e-11, 4.403472137837878e-05, -5.253166277302437e-07, -2.017801717118431, -0.49999999998853817, -1.9999982308922024, -0.500000012327451, 407000000, 
-0.02444973630054123, 0.0017906549895388732, -0.024432523396618142, 6.787940468809076e-12, 7.298357028012997e-05, 9.300641833162164e-08, -2.0177925939758654, -0.49999999998506695, -1.9999942381401241, -0.5000000314271563, 487000000, 
-0.016560088097303242, -0.004438761926327035, -0.016567943841614963, -2.4382844491639348e-11, 0.0001395969097001343, -1.7466607637673148e-07, -2.017777016048479, -0.4999999999807782, -1.9999758084721477, -0.5000001084152731, 577000000, 
-0.037410591030604366, -0.02074716792539027, -0.03738978979685575, -4.773069618925969e-10, 0.00018398520885900519, -2.5942681199898804e-06, -2.017762959389524, -0.4999999999766478, -1.9999590731892434, -0.5000001692350833, 668000000, 
-0.032196171889105354, 0.010998946274315023, -0.03220135476297891, 5.129824594487162e-10, 0.00020889373630111722, 2.4557101066413e-06, -2.017743984480527, -0.4999999999714065, -1.9999455956450045, -0.5000002138591468, 758000000, 
-0.07658053482475799, -0.0194640716611486, -0.076536243873217, -4.672933069590296e-10, 0.00012669449903930392, -3.6883472487156926e-06, -2.017722931658882, -0.4999999999710992, -1.9999275691755487, -0.5000002871755506, 848000000, 
-0.07713503442932183, -0.012372129973634204, -0.07713443607698278, -7.504427704236067e-11, 5.1633056838618595e-05, -1.4534153435252707e-06, -2.017709490682157, -0.4999999999676338, -1.999921364897382, -0.5000003394990864, 935000000, 
-0.06288988158175213, 0.015594591219112261, -0.06290409695965889, -2.981497355888686e-11, -5.448914447135113e-05, 5.471727230836363e-07, -2.017703563377628, -0.4999999999682923, -1.999921071202329, -0.5000004215932239, 1026000000, 
-0.09200076252379001, 0.007566009686525376, -0.09197172329637308, 1.9672268700586094e-10, -0.0001590538498561266, -1.23683071603616e-06, -2.0177083726886123, -0.49999999996705924, -1.9999315931097543, -0.5000005056426045, 1106000000, 
-0.03686996176081675, -0.009690465329674502, -0.03692495267691264, -2.8528179068145943e-11, -0.0001650068833760985, 1.7289084239668934e-07, -2.017723373903015, -0.4999999999640273, -1.9999492650933992, -0.5000005871814863, 1199000000, 
-0.026269706508779064, 0.01356424074463089, -0.026280340113454634, 2.7448595373060607e-10, -0.0001346724642459704, -2.0381742865362256e-06, -2.0177397869541154, -0.49999999995868016, -1.9999592821074026, -0.5000006389657087, 1295000000, 
-0.040159617524324315, 0.03751854917062152, -0.04014576567928395, 5.315587484919993e-10, -8.169073541440834e-05, -6.506964906062588e-06, -2.0177527346134827, -0.499999999954687, -1.9999701164643524, -0.5000007105303649, 1390000000, 
-0.02831206715132425, 0.0031263736325529545, -0.02832387683630374, 1.7371978827011498e-11, -3.837166988989241e-05, -4.5272928900046393e-07, -2.017760508536364, -0.49999999995073235, -1.9999763131115267, -0.5000007743094851, 1485000000, 
-0.04627163359887461, 0.005189980566958463, -0.046253721361209005, -1.4522416691738214e-12, 6.5454072304101454e-06, -2.2187185885496412e-07, -2.0177640590541652, -0.4999999999466147, -1.9999778271442592, -0.500000830919034, 1570000000, 
-0.026512214288711325, 0.00782068301781189, -0.026531915943870346, 1.9922968364911126e-11, 4.801926999712866e-05, 4.1489527779373637e-07, -2.0177629338692173, -0.49999999994797045, -1.9999748446340113, -0.500000879672799, 1665000000, 
-0.040850645482787884, 0.014450952154249897, -0.040836355051619574, 1.0696766179717621e-10, 7.858071536692582e-05, 1.3612457114662295e-06, -2.0177578611932465, -0.49999999995419525, -1.999970388241522, -0.5000009080972108, 1765000000, 
-0.03702803497196458, -0.004536705660265269, -0.037031835286162405, 8.765184406634644e-11, 0.00011946535848431517, 7.337009253427588e-07, -2.017749618085181, -0.4999999999639677, -1.999960064002083, -0.5000009448594872, 1860000000, 
-0.07321083566562037, 0.003066557543737073, -0.07317472845327258, 3.0580017202468606e-10, 0.00016139923485403206, 1.8946816712064888e-06, -2.0177370228828373, -0.49999999997719136, -1.9999454425475622, -0.5000009749610582, 1960000000, 
-0.06152086133032723, 0.011540054971136807, -0.06153249120285825, 2.3108788626956038e-10, 8.626966081974e-05, 2.6786692340476137e-06, -2.0177198736426654, -0.49999999999390876, -1.9999314950030127, -0.5000010010705447, 2055000000, 
-0.06837191850047256, 0.013815861884503133, -0.06836509212739507, 2.2386501966113716e-11, 1.6929597895333666e-05, 1.3223292191886108e-06, -2.0177107647330734, -0.5000000000010337, -1.999927757140586, -0.5000010171897827, 2150000000, 
-0.07900590285219913, -0.008581252962948914, -0.07899528260062194, 1.0006281674690751e-10, -8.989274229656997e-05, -1.1131356569008087e-06, -2.017708401567974, -0.5000000000022579, -1.999931164961525, -0.500001040031801, 2250000000, 
-0.07162334055382502, 0.0012261886413476482, -0.07163069703349509, 2.522703439765359e-10, -0.0001421335152539411, -1.7748828875851005e-06, -2.0177164814389084, -0.4999999999991392, -1.9999390837878905, -0.5000010538862348, 2335000000, 
-0.05710590481739476, -0.024859910047802934, -0.05712039991741383, -2.354611782937748e-10, -0.00010617970808391754, 2.217572288931908e-06, -2.017729959242918, -0.49999999999246103, -1.9999515249379936, -0.5000010702268162, 2422000000, 
-0.020019801376760012, 0.003314934559982701, -0.020056827383448668, 8.093650572844755e-11, -5.677366742784344e-05, -1.4255993913254571e-06, -2.017740019964636, -0.4999999999856966, -1.9999595183035002, -0.5000010810818643, 2513000000, 
-0.0633102580813609, 0.0001294820306546018, -0.06326709073544182, 7.570976047280693e-12, -2.349472997786829e-05, -3.2224145816582904e-07, -2.017745531045433, -0.4999999999832137, -1.9999621342864977, -0.5000010851664146, 2594000000, 
-0.0268798454809277, -0.004484572042556518, -0.02691615951124776, 3.800895755191929e-12, 1.5735398033519567e-05, 2.415506584005855e-07, -2.01774723469271, -0.4999999999822016, -1.9999623201383896, -0.5000010878498455, 2685000000, 
-0.052355601145347944, -0.008303527820154491, -0.05233021218369514, 3.1881131782561984e-11, 6.277071781845764e-05, 5.078981552316642e-07, -2.017745391083182, -0.4999999999833555, -1.9999579870103796, -0.5000010862274858, 2776000000, 
-0.06431422686301279, 0.028826423950361692, -0.064302266234033, 2.9861969941154243e-10, 0.00010304443208557657, 2.8979702577577803e-06, -2.0177386064696616, -0.49999999998743805, -1.9999492349970676, -0.5000010814169022, 2867000000, 
-0.08501727221771285, -0.009396226525021863, -0.08499659790154412, 1.5055886236656234e-12, 9.545812292129606e-05, 1.577224208469887e-08, -2.0177276873161727, -0.49999999999345285, -1.9999375911019222, -0.5000010749572028, 2967000000, 
-0.10119846449415865, -0.015080928027506272, -0.10118229410927773, 1.4383121430612947e-11, -9.180864539493072e-06, -1.5666412862036543e-06, -2.017717269830932, -0.4999999999961826, -1.9999326320936204, -0.5000010697620485, 3063000000, 
-0.06840572728741777, -0.009547476047907797, -0.0684384374723864, 9.270979016766026e-11, -9.114590712472857e-05, -1.0171580172085137e-06, -2.0177171895151096, -0.49999999999620354, -1.9999380342311086, -0.5000010664209338, 3158000000, 
-0.048813040616666026, 0.012593058238186029, -0.04883262616764776, 1.576728506713219e-10, -7.70457006212125e-05, -2.0464847408748316e-06, -2.0177256761546953, -0.49999999999266753, -1.999947170158156, -0.5000010625890331, 3259000000, 
-0.05618641300385283, 0.001022683141979334, -0.056179073391758934, 8.80151486777261e-12, -4.775837078875925e-05, -1.8429261137702375e-07, -2.017732936573399, -0.4999999999888978, -1.999951231739314, -0.5000010591913948, 3359000000, 
-0.04388202422589912, -0.034554003383020414, -0.04389429613072923, -4.0830203122095436e-12, -2.743452031054444e-06, 1.4882783682717562e-06, -2.017737297496189, -0.4999999999857357, -1.99995337886031, -0.5000010526558438, 3455000000, 
-0.046060933978976634, 0.016997564656834108, -0.04605877124759854, 1.1128652597628409e-11, 4.252346862054345e-05, 2.6170613448621786e-07, -2.017737146413058, -0.4999999999858481, -1.9999509876975436, -0.5000010444786793, 3551000000, 
-0.05700847564283821, 0.021898888894615783, -0.056997547300141956, 1.4070786185461537e-10, 8.15185899095891e-05, 1.7260831181043748e-06, -2.0177323165322156, -0.4999999999887452, -1.999944182200274, -0.5000010351435353, 3650000000, 
-0.04380116142087662, -0.010190532512085088, -0.043814330934536544, -1.3204904543219905e-11, 6.502678829678303e-05, -2.0306868736854364e-07, -2.0177237678788758, -0.49999999999364303, -1.9999388419970516, -0.500001029314159, 3752000000, 
-0.05676506283339785, -0.012128579624108292, -0.05675213752791028, 8.935896708505498e-12, -9.260596273084377e-06, -9.649375099611449e-07, -2.0177169950884974, -0.4999999999963772, -1.9999357144749819, -0.5000010225562307, 3843000000, 
-0.08340333445247783, 0.009668932343151856, -0.08337673586450466, 4.092324580722434e-11, -5.573586344341606e-05, -7.342354326092082e-07, -2.0177173586481327, -0.49999999999622313, -1.9999379540362991, -0.5000010194461592, 3929000000, 
-0.05522669804815734, -0.010667236848910227, -0.055254791107495614, 4.52579376869856e-12, -6.303749984256334e-05, -7.179526123342085e-08, -2.0177220750636393, -0.49999999999377015, -1.999944273102263, -0.5000010155356295, 4020000000, 
-0.06908332944727251, -0.0043806862495109795, -0.06906952793329989, -4.6052349535391445e-12, -1.612560523403788e-05, 2.855852469846172e-07, -2.017727862270368, -0.49999999999033856, -1.9999479490236463, -0.5000010111004284, 4101000000, 
-0.06262595253991038, -0.000125969585331305, -0.06263238255633953, -1.6094862499863536e-13, 1.1080376712932667e-05, -1.4525555327986385e-08, -2.0177287843336016, -0.49999999998978517, -1.9999478217189561, -0.5000010080503834, 4197000000, 
-0.066068202571384, 0.02164251516467922, -0.06606477296608945, 3.573211207794687e-11, 4.9235431025579715e-05, 7.257398043165836e-07, -2.0177270238986384, -0.499999999990791, -1.9999439917835693, -0.5000010023225359, 4277000000, 
-0.07310552763543426, -0.007026699712987035, -0.07309850030721349, -2.1668145231044336e-12, 2.814544327124028e-05, -7.698633495385518e-08, -2.017721615394392, -0.49999999999388867, -1.9999391339621218, -0.5000009973855662, 4372000000, 
-0.019432923163673017, -0.01874284565516208, -0.019486480926596196, 1.8794020804704734e-11, -2.387431374941372e-05, -7.872067445359035e-07, -2.017717993590156, -0.4999999999957078, -1.999938353817173, -0.5000009943084838, 4467000000, 
-0.05687640833207723, -0.009475694754588055, -0.05683909280708897, 1.1733253719437058e-11, -4.1712874142378446e-05, -2.812861487172515e-07, -2.017720179106605, -0.4999999999945928, -1.9999417948453273, -0.5000009927944619, 4567000000, 
-0.06673131969718178, -0.0027804559129683973, -0.06672144662771061, 8.845742065123668e-12, -3.428431991520618e-05, -2.5801130333054384e-07, -2.017723810356132, -0.49999999999245576, -1.9999444183259776, -0.5000009919502884, 4662000000, 
-0.03480175969043378, -0.01764680972707109, -0.03483361505234663, 4.316549257847276e-12, 6.378059199566716e-06, 6.767809960341094e-07, -2.0177265310842984, -0.4999999999907773, -1.9999455428947879, -0.500000990284499, 4759000000, 
-0.02623568658501943, 0.0014664479940467517, -0.026244267012082836, 7.245641229371263e-12, 3.066476934025439e-05, 2.3628552848299866e-07, -2.0177255446124427, -0.49999999999141076, -1.9999430316220965, -0.5000009878873636, 4842000000, 
-0.05203630484915558, -0.016062556191457716, -0.05201056399581569, -6.934498227856522e-12, 1.6684439833969042e-05, -4.1562667352715564e-07, -2.0177221439972404, -0.4999999999933648, -1.9999401933356353, -0.5000009861034902, 4940000000, 
-0.0668221484317482, -0.00464384533764278, -0.0668073659050476, 8.687743650808153e-13, -4.874102566415628e-06, -1.782429387241443e-07, -2.0177200223899927, -0.49999999999453293, -1.9999397180947327, -0.500000985646037, 5031000000, 
-0.023984126948875285, -0.005827312915944865, -0.02402686407791283, 8.505874356905591e-12, -2.8423553829578195e-05, -2.9925442848931103e-07, -2.0177198360652473, -0.499999999994643, -1.9999413686578584, -0.5000009856632085, 5131000000, 
-0.05307214883793602, -0.023369795837093355, -0.053043161263046784, -7.14982275900326e-12, -1.6777712627200243e-05, 4.261500311676501e-07, -2.017722412809966, -0.49999999999307343, -1.9999437553090793, -0.5000009860578647, 5216000000, 
-0.049407188736087564, 0.015907051032915193, -0.04941081688568734, -1.0914405245726792e-12, 4.3470581926070145e-06, -2.510756645560618e-07, -2.0177235800887456, -0.4999999999923279, -1.999944289419373, -0.500000986128318, 5312000000, 
-0.06188205610591198, 0.011026357467333348, -0.061869609272799615, 3.153447116690348e-12, 1.7393013046283767e-05, 1.8130539592529778e-07, -2.017722678371936, -0.4999999999928641, -1.9999427029463863, -0.5000009857569507, 5418000000, 
