e, e_dot, e_int, stamp, 
4.24012357812856, 0.0, 0.8480247156257119, 37157000000, 
4.241137607999354, 0.0033800995693145097, 0.8480923176170982, 154729000000, 
4.241136569541415, 0.003376638042850525, 0.8481598503779552, 154797000000, 
4.2411366579267975, -3.166908522089784e-06, 0.8482273890311712, 154899000000, 
4.2412132768656505, 0.0002556910807853067, 0.8482324336222575, 155001000000, 
4.241461685186661, 0.0010834241995461014, 0.8482541079986072, 155103000000, 
4.241752012675053, 0.001795786031341488, 0.848295131648491, 155205000000, 
4.242089774351089, 0.0020936305480923068, 0.8483535648141869, 155307000000, 
4.242454272891597, 0.002340867388479495, 0.8484197373278493, 155409000000, 
4.242854064577971, 0.002547634089606158, 0.8484932074547105, 155511000000, 
4.243295428136101, 0.0028038508150126282, 0.8485735843737112, 155613000000, 
4.243769031390654, 0.0030498893756103485, 0.848661234940315, 155715000000, 
4.244265411256502, 0.003233277068005099, 0.8487553247188837, 155783000000, 
4.244783347040912, 0.0033810521675281535, 0.8488545193125377, 155885000000, 
4.245337014483308, 0.0035720107560196133, 0.8489590515187149, 155987000000, 
4.245923815290411, 0.003801560831660685, 0.849069611787642, 156089000000, 
4.246537534390175, 0.004001733022889198, 0.8491865576109262, 156191000000, 
4.247174067888831, 0.004167508661400514, 0.8493090278379611, 156293000000, 
4.247849502545185, 0.004373227183365931, 0.8494374069882794, 156395000000, 
4.248559200716561, 0.004617109425767059, 0.8495721847433716, 156497000000, 
4.2492851176786886, 0.004785383778346623, 0.8497129213960289, 156599000000, 
4.250050842213725, 0.004972138323881363, 0.8498596773739315, 156701000000, 
4.250839774933056, 0.005182190847892916, 0.8500117156550312, 156769000000, 
4.251655281789862, 0.005348131920455875, 0.8501697265957763, 156871000000, 
4.25250042298006, 0.005535493490012773, 0.8503330319801985, 156973000000, 
4.253365796655484, 0.005701716218740789, 0.8505014334283603, 157075000000, 
4.254264099844106, 0.005878922880153681, 0.8506753546319766, 157177000000, 
4.255197099201567, 0.006104341820275157, 0.8508551330467439, 157279000000, 
4.256153306427811, 0.00629735527901687, 0.8510409670315657, 157381000000, 
4.257125341852031, 0.006427475501548467, 0.8512317164987607, 157449000000, 
4.2581346083060465, 0.006604339594116955, 0.8514275504390594, 157551000000, 
4.259178639833846, 0.006844326606048057, 0.8516292393327949, 157653000000, 
4.260242468921929, 0.0070262020529406515, 0.8518370478041214, 157755000000, 
4.261333202574159, 0.007181875801043347, 0.8520502874219956, 157857000000, 
4.262455855888072, 0.007377956553809757, 0.8522687684922772, 157959000000, 
4.2636548142159585, 0.0077387054726655675, 0.8524962581785459, 158061000000, 
4.265477165108934, 0.010071030736208778, 0.852772522347531, 158163000000, 
4.26722145059018, 0.011888787914073143, 0.8530902286610048, 158265000000, 
4.269065776423368, 0.011962037714778143, 0.8534509594748322, 158333000000, 
4.271025213689365, 0.012679210330614291, 0.8538208293801942, 158435000000, 
4.272984034368052, 0.013060859815613076, 0.8542050016320523, 158537000000, 
4.274942539020262, 0.013057751102989457, 0.8545967858051786, 158639000000, 
4.276959535394993, 0.013251670089804435, 0.8549924072522205, 158741000000, 
4.279094328500681, 0.013839298268063516, 0.8553997601943957, 158843000000, 
4.281205354604196, 0.0141527306973425, 0.8558172812333247, 158945000000, 
4.283322139959386, 0.014092704862352553, 0.8562414548709508, 159047000000, 
4.2855456455133, 0.014467636363679759, 0.856671542671792, 159149000000, 
4.287916817989781, 0.015315593434648278, 0.8571189735641646, 159251000000, 
4.290277317197582, 0.01577223894760671, 0.8575826520467108, 159319000000, 
4.292750876165662, 0.01611352725293595, 0.8580630007568684, 159421000000, 
