e, e_dot, e_int, stamp, 
1.41421356237309, 0.0, 0.3397434070662955, 1729799440679388273, 
1.41421356237309, 0.0, 0.2871353399543129, 1729799440739188580, 
1.41421356237309, 0.0, 0.15534568317344458, 1729799440789234259, 
1.41421356237309, 0.0, 0.14145345464253417, 1729799440839211277, 
1.41421358278785, 1.4443191565723495e-07, 0.137308949723639, 1729799440886326348, 
1.4146125232716522, 0.002668478767410117, 0.1371229706358847, 1729799440936162742, 
1.416012079203967, 0.013490266913557281, 0.13151219000869227, 1729799440979271368, 
1.4185087084632007, 0.027492700176341523, 0.13176410561524304, 1729799441029191670, 
1.426349231626006, 0.040437730959633836, 0.22708191866361452, 1729799441139155559, 
1.4357582187717803, 0.05511318018988736, 0.2996693242105451, 1729799441239210027, 
1.4472966302469215, 0.07055576861144576, 0.2846308389595637, 1729799441337301869, 
1.4565688640177301, 0.07295857314987925, 0.2743685359852577, 1729799441428882142, 
1.4636469933297596, 0.055255688047577266, 0.29303780632471077, 1729799441538586564, 
1.4664051004122725, 0.03055799423635336, 0.3089310855380194, 1729799441640159402, 
1.464884000101902, 0.0038251117370732, 0.29093034669718715, 1729799441737176719, 
1.4596474282675223, -0.024330364944270013, 0.2757305527627012, 1729799441828545559, 
1.4500175786628238, -0.04812541574676601, 0.2945174670083127, 1729799441939152374, 
1.437467975094908, -0.06990711977014569, 0.3085319121582486, 1729799442041466521, 
1.4207752206241808, -0.09835068296552614, 0.28598660676511645, 1729799442138295338, 
1.4023791536116808, -0.12389552757607421, 0.2686121801152843, 1729799442230602397, 
1.3759596400850516, -0.14726593687265452, 0.28169187805034307, 1729799442339546276, 
1.350386418320578, -0.1652332436097727, 0.28893693360072864, 1729799442440548750, 
1.3227839321452501, -0.1776327632999802, 0.26951955093872443, 1729799442539233284, 
1.2975114635047704, -0.18633231023718197, 0.25038053126119425, 1729799442629720693, 
1.265773331857731, -0.18967033323281157, 0.2591174124062871, 1729799442739268922, 
1.236679312870145, -0.1939478617088326, 0.26491141223458303, 1729799442838863257, 
1.2065095749696513, -0.19791138159278013, 0.24679888215946816, 1729799442938892591, 
1.1792686507888712, -0.20077733743022308, 0.23016379523585506, 1729799443029477330, 
1.1459506811439957, -0.20133609652838588, 0.23596850902383001, 1729799443139334229, 
1.1155786663140312, -0.20252197612030118, 0.24048042523223281, 1729799443239149992, 
1.0852473965466114, -0.2031560414347439, 0.22222763914994978, 1729799443338535720, 
1.0576587748718054, -0.2025804199797445, 0.20699149228393587, 1729799443429721533, 
1.0242925947408426, -0.20245078520306214, 0.21183857088877453, 1729799443539191176, 
0.9939099960501169, -0.2028806105295041, 0.21476066582781483, 1729799443639185459, 
0.9632211515898371, -0.2035790913844472, 0.1987541292660305, 1729799443739183676, 
0.9355836770677047, -0.20411753736396046, 0.18366503550453273, 1729799443829662274, 
0.9019073619495162, -0.2033613091459864, 0.18767440195642499, 1729799443940212260, 
0.8713980585205819, -0.20430767908622718, 0.18918021926693368, 1729799444039172755, 
0.8409337698465689, -0.20432513874623792, 0.17336684295658375, 1729799444139161358, 
0.8132759098350689, -0.20151375623389503, 0.16182695873208255, 1729799444231396143, 
0.7815667941025045, -0.19796832958682767, 0.16244498587651157, 1729799444339235118, 
0.7548920318726059, -0.18696570061450365, 0.16275707710434842, 1729799444439194591, 
0.7302161013251485, -0.17121736035019552, 0.1510697124671377, 1729799444539179597, 
0.708642206220418, -0.16258407063892574, 0.138586247954635, 1729799444628714217, 
0.6838885040645747, -0.154363257911966, 0.14220322213780937, 1729799444740150181, 
0.6634287443565529, -0.14291720399355043, 0.14423120551968577, 1729799444839172461, 
0.6437437391912217, -0.13383283918242841, 0.13275915616125528, 1729799444940182963, 
0.626920910561649, -0.12826642449506445, 0.12222806405448917, 1729799445028762164, 
0.6060506312109655, -0.12573643002073376, 0.1251216649981339, 1729799445140194653, 
0.5870656099495508, -0.12634195661892958, 0.1276752622062882, 1729799445239211597, 
0.5685375334078485, -0.12507239238892498, 0.11744196307531587, 1729799445340191891, 
0.551998304653101, -0.12329016303328999, 0.10798620539805547, 1729799445428927187, 
