path_x, path_y, 
-2.0, -0.5099999999999993, 
-1.5499999999999998, -0.5599999999999996, 
-0.8499999999999996, -0.8599999999999994, 
-0.5999999999999996, -0.9099999999999993, 
-0.09999999999999964, -1.0099999999999993, 
0.25, -1.0599999999999996, 
0.5999999999999996, -0.9099999999999993, 
1.0500000000000007, -0.8599999999999994, 
1.25, -0.5599999999999996, 
1.1500000000000004, -0.05999999999999961, 
1.3499999999999996, 0.1900000000000004, 
1.700000000000001, 0.2900000000000009, 
2.6000000000000014, 0.39000000000000057, 
3.0, 0.4400000000000004, 
3.5500000000000007, 0.8400000000000007, 
4.0, 0.9900000000000011, 
