imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, odom_th, stamp, 
-0.002016723155975342, 0.020242154598236084, -0.001907931382027647, -0.0, -3.2343764717024315e-05, 0.0, 1.657828572359547, 2.0034329526255896, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834891.5737822, 
-6.651878356933594e-05, -0.0031415820121765137, -0.00022024453626501945, -2.593924122739552e-12, -2.7858914030135017e-05, 9.310930497627085e-08, 1.6578274423239225, 2.0034207969848006, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834891.6228492, 
0.0074059367179870605, 0.04527336359024048, 0.006765950075380863, -9.140353087122038e-13, 7.964688295375197e-07, -1.1476096424802345e-06, 1.6578265022491534, 2.003410684727721, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834891.6699986, 
0.012773990631103516, -0.010618746280670166, 0.012269324369146548, -6.3182057494932416e-12, 6.071964466443402e-05, -1.040553808312069e-07, 1.6578258883337418, 2.0034040809226004, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834891.734259, 
0.01642674207687378, 0.00917673110961914, 0.016076993022078104, 5.5548690556041986e-11, 0.00011071773070813959, 5.017144968629513e-07, 1.6578254206460272, 2.003399050073727, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834891.782788, 
0.011132776737213135, 0.005548596382141113, 0.011546604934625903, 8.525776015875783e-11, 0.0001409504706799561, 6.048774420366794e-07, 1.6578251407822644, 2.003396039620511, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834891.8298054, 
-0.013863027095794678, 0.014123976230621338, -0.011733306247713609, 3.231145447807434e-10, 0.0001723759557205151, 1.874475726212251e-06, 1.6578246797101233, 2.003391079934022, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834891.973791, 
0.022271573543548584, -0.011416733264923096, 0.019418349543716042, 1.0117350582396473e-10, -6.14845406990244e-05, -1.6455112890770948e-06, 1.6578268511667635, 2.0034144380193983, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.086254, 
0.0061495304107666016, 0.0021668672561645508, 0.007261897286405972, -3.8806070962612845e-11, 0.00014917383786916798, -2.601399247812306e-07, 1.6578248928547636, 2.0033933726702013, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.1343212, 
-0.022595643997192383, -0.0178719162940979, -0.020090410029455504, -1.331538940634309e-10, 5.4037095382871575e-05, -2.4641201219271566e-06, 1.657825773856904, 2.003402849499084, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.2777677, 
0.0134429931640625, -0.025001108646392822, 0.01062996262723893, 2.053075037977884e-10, -0.00014214017427079118, -1.444401660903111e-06, 1.657827590645585, 2.0034223924581056, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.373773, 
0.009730756282806396, -0.014108598232269287, 0.009805620426668818, 1.3202792053906908e-10, 7.694425526978438e-05, 1.7158905505829981e-06, 1.6578255564820077, 2.003400511280664, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.470298, 
-0.011548042297363281, 0.010618388652801514, -0.009756615613702961, 6.672199579529112e-11, 7.476213407557478e-05, 8.924570789785624e-07, 1.6578255766347358, 2.003400728059326, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.5818622, 
-0.023730576038360596, -0.006716489791870117, -0.02255722647156261, 3.249017791281462e-11, -8.436722001128926e-05, -3.8510428467913344e-07, 1.6578270454978792, 2.00341652839437, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.677865, 
0.03403890132904053, 0.0006910562515258789, 0.029290575079493873, 1.3674530324583621e-11, -0.0001595110935699146, -8.572776989075056e-08, 1.6578277408685909, 2.003424008396167, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.774931, 
0.004860639572143555, -0.004966318607330322, 0.006909127335855941, 1.556348103419765e-10, 0.00021660818787061975, 7.185084362320473e-07, 1.6578242562088032, 2.0033865244257147, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.838447, 
-0.011772751808166504, -0.0035058259963989258, -0.010205458243702378, -4.0616340973963713e-11, 6.39260010849138e-05, -6.353649576799347e-07, 1.6578256679768377, 2.0034017106051643, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834892.981827, 
-0.0027819275856018066, -0.010669291019439697, -0.003404328721293708, 5.1112165702116896e-11, -7.537247833713193e-05, -6.78127704299418e-07, 1.6578269570514916, 2.0034155769988837, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.0778072, 
0.023006200790405273, 0.024018466472625732, 0.0207899602133937, 3.0471028338603597e-11, -1.7764084486465866e-05, -1.7153165625742727e-06, 1.6578264223887962, 2.003409825711795, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.126036, 
-0.012921392917633057, 0.01687479019165039, -0.010093501690537455, -6.331855351952468e-11, 0.00015127763832335317, -4.185585802455644e-07, 1.6578248539190705, 2.0033929539292474, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.2864716, 
-0.002002894878387451, -0.009956061840057373, -0.0026813486397233976, 9.392861598454895e-11, -6.638720086139197e-05, -1.4148603159313787e-06, 1.6578268611051907, 2.0034145448772196, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.381827, 
0.017356157302856445, 0.019310355186462402, 0.015674721619613023, 1.951289944024254e-11, -1.5089859260648884e-05, -1.2931134149890976e-06, 1.6578263849514117, 2.0034094229777883, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.4778066, 
-0.004589498043060303, -0.007169604301452637, -0.0028898362261930606, -1.107659175770349e-12, 0.00011772052487173763, -9.409227294706669e-09, 1.6578251488553961, 2.00339612653713, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.573944, 
0.00948786735534668, 0.007738709449768066, 0.008449174712020741, -5.1486852648185005e-12, -6.17523413487303e-06, 8.3376357112399e-07, 1.6578262850768413, 2.003408348629848, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.671731, 
-0.028860270977020264, 0.018434584140777588, -0.025729610932094426, -1.5852301111218258e-12, 4.619648048615778e-05, -3.431495417917867e-08, 1.6578257999203188, 2.0034031299038513, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.781841, 
0.006675124168395996, -0.008832097053527832, 0.003957198431451717, 7.213554984644107e-11, -0.00019151823524854276, -3.7665107843557126e-07, 1.6578280075000713, 2.003426876390219, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.8778143, 
0.0032148361206054688, -0.005663931369781494, 0.0032770077841432488, 1.5907576795329535e-11, 1.653413240525664e-05, 9.621053228212985e-07, 1.6578260880792282, 2.0034062295708726, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834893.9738047, 
-0.000616908073425293, -0.006055474281311035, -0.0002903356746335561, -2.905731794833509e-13, 2.6464667486122712e-05, -1.0979664854497751e-08, 1.6578259957713999, 2.0034052366345776, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834894.0864143, 
-0.009611427783966064, -0.007977843284606934, -0.008829151531801707, 1.2080950549623718e-12, -6.216583988966303e-06, -1.9433422875112712e-07, 1.6578262965645516, 2.003408472207353, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834894.1818225, 
0.008555591106414795, 0.004454493522644043, 0.007097151485119961, 2.6438235241936168e-12, -6.343693440724618e-05, -4.1676407425697136e-08, 1.6578268272564538, 2.0034141807557564, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834894.278966, 
0.02163594961166382, 0.009558618068695068, 0.020415354877057503, -3.566240819457091e-11, 6.379904699615156e-05, -5.589802649673138e-07, 1.6578256467234467, 2.0034014819967787, 1.6578037738800049, 2.0031661987304688, 1.478098864260002, 1732834894.3738608, 
