x, y, th, th_deg, stamp, 
-2.2400474548339844, -4.002159595489502, -1.595299426419725, -91.40392419610377, 1727987363343771879
-2.2400474548339844, -4.002159595489502, -1.5952993726295184, -91.40392111415194, 1727987363411298861
-2.2400474548339844, -4.002159595489502, -1.5952993840763745, -91.40392177000848, 1727987363454312982
-2.2400472164154053, -4.002159595489502, -1.595300927342307, -91.40401019263311, 1727987363503351054
-2.240076780319214, -4.002486228942871, -1.5954182022553873, -91.41072955019555, 1727987363553284151
-2.2403564453125, -4.005965709686279, -1.5953138066405796, -91.40474812206723, 1727987363601230195
-2.240307092666626, -4.011606216430664, -1.5899455448787096, -91.09716937978182, 1727987363651395332
-2.2400898933410645, -4.018328666687012, -1.582324563530893, -90.66051931279152, 1727987363694848400
-2.240078926086426, -4.031416416168213, -1.5674590324164526, -89.80878711968934, 1727987363761706542
-2.239827871322632, -4.042687892913818, -1.5547082162357588, -89.07821916716759, 1727987363811311321
-2.239561080932617, -4.054070949554443, -1.5415998513146265, -88.32716518084791, 1727987363854317194
-2.2389609813690186, -4.0703582763671875, -1.5243744231340561, -87.3402208457673, 1727987363904318431
-2.2379982471466064, -4.087914943695068, -1.506706090496901, -86.32789995459612, 1727987363953316583
-2.236649990081787, -4.10642671585083, -1.490801508969511, -85.41663455812889, 1727987364001238884
-2.2349233627319336, -4.125977993011475, -1.4772403564634913, -84.63963775417851, 1727987364051272010
-2.2334365844726562, -4.142843723297119, -1.4640427541015062, -83.88347083912326, 1727987364094495446
-2.2301971912384033, -4.16920804977417, -1.4433782773787094, -82.69948353702684, 1727987364162045600
-2.227694034576416, -4.188031196594238, -1.4271001156925052, -81.76681357414911, 1727987364211309603
-2.2250170707702637, -4.204565525054932, -1.4126937578879948, -80.94139007377171, 1727987364254322558
-2.2218971252441406, -4.223535060882568, -1.3957507078620224, -79.97062481517673, 1727987364303295805
-2.2182765007019043, -4.242640972137451, -1.3787354225286106, -78.99572077833352, 1727987364353294333
-2.2145566940307617, -4.260916709899902, -1.3623578992480991, -78.05735781545614, 1727987364401240407
-2.210638999938965, -4.279044151306152, -1.3452595014171, -77.07769178327625, 1727987364450278793
-2.204866409301758, -4.30280876159668, -1.3240153553976504, -75.86049187696736, 1727987364514143334
-2.2003724575042725, -4.320227146148682, -1.309370332511344, -75.02139387468551, 1727987364560335983
-2.195441484451294, -4.338754653930664, -1.2906419711836004, -73.94833781337911, 1727987364610556249
-2.19048810005188, -4.35513162612915, -1.2764213652882959, -73.13355711343601, 1727987364654321477
-2.185004472732544, -4.373237609863281, -1.2592802139087036, -72.15144148336246, 1727987364704537881
-2.1788721084594727, -4.391945838928223, -1.2419946933381185, -71.16105410795306, 1727987364753291627
-2.172833204269409, -4.4091691970825195, -1.2256588611220627, -70.22507986711246, 1727987364801263323
-2.166232109069824, -4.427237510681152, -1.2084568389800132, -69.23947659925426, 1727987364851312546
-2.160350799560547, -4.442385196685791, -1.1934296733864278, -68.37848343267302, 1727987364894512957
-2.1504030227661133, -4.466718673706055, -1.1685984517760983, -66.95575923420643, 1727987364960345277
-2.142784833908081, -4.484041213989258, -1.1517870304872795, -65.99253574671319, 1727987365010317624
-2.1358208656311035, -4.499471664428711, -1.1363506481914536, -65.10809619018663, 1727987365054325366
-2.127713918685913, -4.516705513000488, -1.1187305912493124, -64.0985412925929, 1727987365104311649
-2.1192147731781006, -4.5338850021362305, -1.0998987416350163, -63.01955578923782, 1727987365154336087
-2.1104893684387207, -4.550125598907471, -1.0835645650118269, -62.08367640688106, 1727987365201254485
-2.101728916168213, -4.566836357116699, -1.0643472688612634, -60.982606443769306, 1727987365251375538
