x, y, theta, stamp, 
1.6058265828178264e-12, -3.7481129311345285e-13, -3.500213963314533e-09, 1729802496679116542, 
2.1047531717499623e-08, -2.3940529558785784e-08, 2.3502925630244098e-07, 1729802496730281412, 
6.313936751212168e-08, -7.182080707934801e-08, 7.11985963754226e-07, 1729802496776361310, 
6.313936751212168e-08, -7.182080707934801e-08, 7.120732840424161e-07, 1729802496819287298, 
0.000541452900506556, -2.9694789191125892e-05, 0.0034969048898867345, 1729802496869291947, 
0.003989540506154299, 0.0001356140710413456, 0.01497586529299017, 1729802496919255667, 
0.009710922837257385, 0.0001759471488185227, 0.029543591626159563, 1729802496970350697, 
0.016316739842295647, 0.0007681986899115145, 0.04523541438454969, 1729802497015707792, 
0.027725256979465485, 0.0015684467507526278, 0.07502550743826335, 1729802497078542349, 
0.03750605136156082, 0.00264178728684783, 0.10183419506945049, 1729802497126306779, 
0.04981658235192299, 0.004671958275139332, 0.1338707894767532, 1729802497177301335, 
0.0613463893532753, 0.006386497523635626, 0.16503195063339232, 1729802497219363793, 
0.07672324776649475, 0.009207646362483501, 0.20627586611351623, 1729802497269284480, 
0.10702075809240341, 0.016651596873998642, 0.2898845125505016, 1729802497367337243, 
0.13943776488304138, 0.027654355391860008, 0.38059118207300396, 1729802497479459392, 
0.16702432930469513, 0.039897091686725616, 0.46015085104898057, 1729802497577304264, 
0.19190867245197296, 0.053187914192676544, 0.5334461240406324, 1729802497669318217, 
0.2171998769044876, 0.0691557452082634, 0.6089190659601392, 1729802497767321919, 
0.2397724986076355, 0.08577804267406464, 0.6799371057184684, 1729802497859566924, 
0.2673507630825043, 0.10996955633163452, 0.7653972085001074, 1729802497977306084, 
0.28729066252708435, 0.13034258782863617, 0.8215884006520338, 1729802498069309845, 
0.30706459283828735, 0.15310072898864746, 0.8739892860720047, 1729802498168359276, 
0.3242926299571991, 0.1752462238073349, 0.9199588027349651, 1729802498259488068, 
0.34326350688934326, 0.20239415764808655, 0.972524001830375, 1729802498378313900, 
0.3584693670272827, 0.22654202580451965, 1.0059762323994466, 1729802498470267428, 
0.3667314052581787, 0.24003933370113373, 1.021494967756726, 1729802498521330279, 
0.39135095477104187, 0.2821493148803711, 1.0494209219937778, 1729802498681962137, 
0.405377596616745, 0.3076941967010498, 1.0611933855317175, 1729802498779393477, 
0.41892093420028687, 0.3319466710090637, 1.0697292936968972, 1729802498870324740, 
0.4338426887989044, 0.35888010263442993, 1.0722147975350786, 1729802498969316313, 
0.4469403624534607, 0.38173601031303406, 1.0596761383203381, 1729802499058745189, 
0.46228617429733276, 0.4079059660434723, 1.0437949749945157, 1729802499179335575, 
0.4770677089691162, 0.4319770634174347, 1.0261733507713038, 1729802499270325906, 
