imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-4.0471553802490234e-05, 0.008174300193786621, -2.2037478389567024e-05, 1.4949374380829946e-18, -8.341210594082899e-07, -1.792230781396978e-12, 8.3412105940829e-08, 0.0, 1731617620.917591, 
-0.0003693699836730957, -0.0010303258895874023, -0.00016982913809523282, -3.7334256079258035e-15, -1.0258697619190389e-05, 3.6392783436192593e-10, 1.0258697621036967e-06, -1.870271057094343e-18, 1731617620.964102, 
0.0011898279190063477, 0.015106499195098877, 0.00035275706195870123, 2.4666690194400656e-11, 1.766105182953113e-05, 1.3966716383876617e-06, -1.7661046330008992e-06, -1.3569539863454116e-13, 1731617621.0129483, 
0.0028610825538635254, -0.006573736667633057, 0.0012735188554643519, 7.603345204346459e-11, 9.635285423962306e-05, 7.891146831454989e-07, -9.636203009183608e-06, 2.3648998269373544e-13, 1731617621.0630758, 
-0.0008488297462463379, -0.020972251892089844, 0.0005015430843370808, -2.324903357398103e-11, 8.853763812363984e-05, -2.625892678717557e-07, -8.856336348758364e-06, -8.844294787261883e-13, 1731617621.1029787, 
-0.004347562789916992, -0.033484697341918945, -0.001240075524144759, 4.020613128728501e-11, -3.253997519428177e-05, -1.2355919464360997e-06, 3.25230425526049e-06, -2.300985408495382e-12, 1731617621.1582198, 
0.01530444622039795, 0.013430893421173096, 0.004859809151394135, 0.00014672536870988215, 0.002996675027235001, 0.04896272280990843, 0.00043969866622198706, 3.665286681153395e-08, 1731617621.2091897, 
-0.6383966207504272, 0.8386929631233215, -0.22336878510882174, 0.0017939567967035527, 0.00758105867090177, 0.23663671191324007, 0.0058512298891785644, 1.6535334266713935e-05, 1731617621.2478318, 
0.1721487045288086, 0.14208698272705078, -0.08058817678450558, 0.009304187723415736, 0.019644546233600183, 0.47362701142476793, 0.009949080149485066, 0.00017375364961147186, 1731617621.2981658, 
0.40687447786331177, 0.008422493934631348, 0.09377589188193289, 0.022093946847227795, 0.030851291069103032, 0.7161433470560477, 0.01192213874225121, 0.0005665385955059679, 1731617621.3690286, 
-0.08599841594696045, 0.0046631693840026855, 0.029514542783741812, 0.02757558062538608, 0.033634573811460046, 0.8198581846156905, 0.015003073477879847, 0.001188655815867508, 1731617621.4579513, 
0.2066134810447693, 0.2045602798461914, 0.0958918849834668, 0.0783592414177578, 0.0853612454089308, 0.9179720966156333, 0.02458683553221083, 0.0034818436496507005, 1731617621.6477494, 
0.24898761510849, 0.12094956636428833, 0.15060081197706518, 0.09370927291547938, 0.10013247473110078, 0.9358529604619232, 0.0322519260615594, 0.006835042617754734, 1731617621.7691078, 
-0.17506855726242065, 0.23850899934768677, 0.036670417764686394, 0.1344693040376166, 0.1358065935012383, 0.9901529857340136, 0.04533291791119479, 0.012961090031589222, 1731617621.8579576, 
0.5147500038146973, 0.3475645184516907, 0.20995880169196202, 0.20993855788327295, 0.18611515762322603, 1.1280035466443594, 0.058882516064976576, 0.022600230178170623, 1731617621.9580078, 
-0.33135437965393066, -0.2128298282623291, 0.007184341714962433, 0.08571616889519443, 0.06697033530532048, 1.2799124941574642, 0.060041801510231335, 0.026715481467975505, 1731617622.0475082, 
-0.2596537470817566, -0.012787044048309326, -0.08904840721598524, 0.05724303911068545, 0.050455152462875394, 1.1345330717770508, 0.06516695529623709, 0.031295287925605375, 1731617622.163997, 
0.6148502826690674, -0.4402467608451843, 0.1535839955812346, -0.04950842292312266, -0.043586375530513005, 1.1358692325418036, 0.059569600713435075, 0.027270042508279482, 1731617622.2580175, 
-0.1364917755126953, 0.7723406553268433, 0.0700019434101988, 0.24779479826180442, 0.20708915914601508, 1.1965609367658327, 0.07216938036603608, 0.043630485887427586, 1731617622.3590217, 
-0.2720155119895935, -0.4491569399833679, -0.06652831044638968, 0.03182771420401406, 0.026494163304890656, 1.2013104108156103, 0.07136372996320797, 0.04693278809847524, 1731617622.4475265, 
-0.6356955766677856, -0.5308833718299866, -0.2780187120329466, -0.10463173988964942, -0.09716676729988974, 1.07682639648513, 0.06944942563937327, 0.04056274277466758, 1731617622.5646055, 
0.15811395645141602, 0.6664153337478638, -0.10224043525103202, 0.1382716619619807, 0.13356983214565976, 1.0352012856555328, 0.07411264413110032, 0.05478528960979567, 1731617622.657962, 
0.13338959217071533, 0.3711897134780884, -0.012773628254723446, 0.2017725360003897, 0.19635453216496038, 1.0275929655185019, 0.0757808388393322, 0.07477342646983745, 1731617622.758982, 
-0.33214235305786133, -0.4221043586730957, -0.13831217013795621, 0.04227536339756876, 0.04220189078200226, 1.0017409792358838, 0.07435041306219407, 0.07941192993632647, 1731617622.8480706, 
0.00038629770278930664, 0.4874899983406067, -0.07736157248824332, 0.17708640664654263, 0.17556675909508884, 1.0086556678455898, 0.07299406006009038, 0.09893941648700871, 1731617622.9650164, 
-0.390632688999176, -0.6545602679252625, -0.2034812338840569, -0.019797149754902765, -0.020646346293171247, 0.9588694035152674, 0.07184283130670605, 0.09685420367785785, 1731617623.0579593, 
-0.16318953037261963, 0.44642746448516846, -0.1756615774101624, 0.12402445571761035, 0.12954084769010904, 0.9574158107588184, 0.06813185534785422, 0.1131945133316819, 1731617623.160036, 
0.04114121198654175, -0.06733685731887817, -0.0996907184304287, 0.0985758245264847, 0.10023580189523812, 0.9834392768116091, 0.06321373542752672, 0.12276490998542323, 1731617623.248259, 
-0.33309006690979004, 0.13387680053710938, -0.17938796375363394, 0.13002449452828743, 0.1289290157029191, 1.0084967593942744, 0.05603983584711456, 0.13611946344321496, 1731617623.3661065, 
-0.13213849067687988, 0.36101168394088745, -0.15551134210579526, 0.2033033152021462, 0.2013666496088034, 1.0096176084624995, 0.04328577287766411, 0.1552680264465302, 1731617623.4579728, 
0.20636534690856934, 0.6304765343666077, -0.01739274324112472, 0.3206303908458791, 0.30934920412278855, 1.0364674826142846, 0.022176753910908162, 0.18013479090504084, 1731617623.5549839, 
-0.0860898494720459, 0.14924293756484985, -0.04578578543624855, 0.263928657167057, 0.25684472557548554, 1.027580599818428, 0.0027873617168817583, 0.19677829191429513, 1731617623.6474888, 
0.0780215859413147, -0.010326087474822998, -0.006463919755597604, 0.1948163311534642, 0.19548030729578597, 0.9966033604535054, -0.013114059746955078, 0.20755091442035853, 1731617623.766026, 
0.5313712954521179, 0.46141213178634644, 0.19178158459890807, 0.29408635435197017, 0.28898609390477725, 1.0176488092498785, -0.036895687325141174, 0.22198447724870823, 1731617623.8579643, 
-0.26450514793395996, 0.42713063955307007, 0.03134404881962485, 0.3336156369763571, 0.3250747974445321, 1.0262734595205965, -0.06608148267925515, 0.23598435192191733, 1731617623.9570403, 
