x, y, theta, stamp, 
0.03717871010303497, -0.362273246049881, -2.4535858767039596, 1729799966546005915, 
0.013737662695348263, -0.38028016686439514, -2.498091680121675, 1729799966646986998, 
-0.008204299956560135, -0.3957832455635071, -2.527028642580378, 1729799966735954443, 
-0.03605068102478981, -0.4142756164073944, -2.55277039416769, 1729799966847411048, 
-0.061295121908187866, -0.43076783418655396, -2.5687813566075346, 1729799966947006395, 
-0.0870211124420166, -0.4467681646347046, -2.579671829582049, 1729799967046981687, 
-0.11036840826272964, -0.4610028862953186, -2.5855340869483263, 1729799967136961358, 
-0.13641682267189026, -0.4771408140659332, -2.5907471620042406, 1729799967236263036, 
-0.1652112901210785, -0.49489378929138184, -2.5909809636555083, 1729799967346015679, 
-0.19095216691493988, -0.510742723941803, -2.590919269562516, 1729799967447030300, 
-0.21428228914737701, -0.5249897837638855, -2.5919134402339727, 1729799967535962565, 
-0.24058710038661957, -0.5410168170928955, -2.593361374403199, 1729799967637344703, 
-0.2694035768508911, -0.5583423972129822, -2.5924656438931217, 1729799967746009599, 
-0.29562532901763916, -0.574568510055542, -2.5924656438931217, 1729799967847265255, 
-0.3191542625427246, -0.5889022946357727, -2.5924656438931217, 1729799967937281946, 
-0.34528762102127075, -0.6049932241439819, -2.5927901202085017, 1729799968037388269, 
-0.37417516112327576, -0.6225656867027283, -2.593673682675157, 1729799968147030319, 
-0.40018612146377563, -0.6384249329566956, -2.59421275115488, 1729799968247033945, 
-0.4238644540309906, -0.6525535583496094, -2.595482362272082, 1729799968337001334, 
-0.4498654007911682, -0.6683682799339294, -2.5976310217418916, 1729799968437474110, 
-0.4789109528064728, -0.685753345489502, -2.5976310217418916, 1729799968547017599, 
-0.504837691783905, -0.7014994025230408, -2.5976095266547223, 1729799968646999841, 
-0.5282596349716187, -0.7159000039100647, -2.5990181246059416, 1729799968737020660, 
-0.5543849468231201, -0.7316498756408691, -2.6004464273531713, 1729799968837194180, 
-0.58197021484375, -0.7484215497970581, -2.6003014741601964, 1729799968947030243, 
-0.6044798493385315, -0.7617433071136475, -2.600308872510092, 1729799969047032318, 
-0.6220302581787109, -0.7722778916358948, -2.600308872510092, 1729799969136997168, 
-0.6416796445846558, -0.7839773297309875, -2.600863225045093, 1729799969237120600, 
-0.6619660258293152, -0.7961543798446655, -2.601518359603257, 1729799969347029999, 
-0.6763425469398499, -0.8048526048660278, -2.6008477576684887, 1729799969447990157, 
-0.6876709461212158, -0.8117029666900635, -2.60188408526037, 1729799969537004590, 
-0.7004492878913879, -0.8194459080696106, -2.6005318073430956, 1729799969636515913, 
-0.714584469795227, -0.8278884291648865, -2.6019525798744816, 1729799969747133124, 
-0.7258745431900024, -0.8347488045692444, -2.6021625624634317, 1729799969842026784, 
-0.7371275424957275, -0.8415023684501648, -2.6025853337371987, 1729799969937112112, 
-0.7486863136291504, -0.8486507534980774, -2.6026377907393483, 1729799970037356022, 
-0.7626583576202393, -0.8570069670677185, -2.601501004446035, 1729799970147016907, 
-0.7749300003051758, -0.8645750284194946, -2.6016077625752945, 1729799970243028398, 
-0.7862846851348877, -0.871367335319519, -2.6019439191011284, 1729799970337019109, 
-0.798223614692688, -0.8785213828086853, -2.6022329790187015, 1729799970436542661, 
-0.8103625774383545, -0.8858988881111145, -2.6027416850487315, 1729799970547025509, 
-0.8199818730354309, -0.8915925621986389, -2.6027803830204976, 1729799970643031734, 
-0.8292439579963684, -0.8971502184867859, -2.602693047501742, 1729799970737096366, 
-0.8381660580635071, -0.9023950099945068, -2.6019034164717865, 1729799970837562039, 
-0.8458921909332275, -0.9069409966468811, -2.60439920743442, 1729799970947052974, 
-0.851859986782074, -0.9106472134590149, -2.6044614871280354, 1729799971043053831, 
-0.8575314283370972, -0.9140445590019226, -2.6038218055781033, 1729799971136513456, 
-0.863702654838562, -0.9176792502403259, -2.6039192122385884, 1729799971238506849, 
-0.8702496886253357, -0.9216280579566956, -2.6041345135829395, 1729799971347212343, 
-0.8750168681144714, -0.9245055913925171, -2.6050095268750426, 1729799971444329664, 
-0.8799235224723816, -0.9274308085441589, -2.604000307971896, 1729799971537088481, 
-0.885891854763031, -0.9310585856437683, -2.6028191391800646, 1729799971634213705, 
-0.8930454850196838, -0.9353140592575073, -2.602649217417993, 1729799971747125083, 
-0.898518443107605, -0.9387805461883545, -2.6035349343113094, 1729799971843185732, 
-0.9033588767051697, -0.9417235255241394, -2.602040560229717, 1729799971937082189, 
-0.908822238445282, -0.9449279308319092, -2.601759190715751, 1729799972035345641, 
-0.9143713116645813, -0.9483122825622559, -2.601371817858007, 1729799972146576984, 
-0.9194575548171997, -0.9512761831283569, -2.6009981236474613, 1729799972245552836, 
