e, e_dot, e_int, stamp, 
-2.3561942292622056, 9.889719434521735e-12, -0.4985009979744652, 1729798625137089682, 
-2.356194229261637, 9.825036056717783e-12, -0.21684013787262918, 1729798625177676080, 
-2.3561777915904014, 0.00010507910995652429, -0.21848984696021506, 1729798625229819879, 
-2.3533070478391687, 0.022662762830784885, -0.22272099353708474, 1729798625272240661, 
-2.336408099673106, 0.13544651377980918, -0.21682391398578804, 1729798625322139156, 
-2.3121085814229243, 0.27198394620345784, -0.23528560862968073, 1729798625373051086, 
-2.2745671689512847, 0.36997009869680536, -0.2544330676528266, 1729798625432393375, 
-2.2350528128190605, 0.47585473795374195, -0.24796910334711908, 1729798625482100765, 
-2.1881202118307317, 0.5697448919023144, -0.22557850105568417, 1729798625533432753, 
-2.1390192869722306, 0.6554421937105164, -0.21437476588601756, 1729798625580105253, 
-2.0220305249628656, 0.7746437297448102, -0.2934417645209234, 1729798625672084780, 
-1.8784372429429153, 0.9020230942902154, -0.3867335085742603, 1729798625772207747, 
-1.7161470103419654, 0.9743496241860233, -0.39152401080259824, 1729798625881209329, 
-1.5637191759950353, 1.004874256995828, -0.35919944797273085, 1729798625981113322, 
-1.4318292020317853, 0.997203233384826, -0.29821585988480387, 1729798626071087389, 
-1.2547637333256196, 0.9823315801318326, -0.2968442998739173, 1729798626190635088, 
-1.208840559278991, 1.0035480752474732, -0.19421637159781455, 1729798626220659732, 
-0.9679781683040063, 1.007127300934016, -0.2190208375009148, 1729798626382110164, 
-0.8341115790901794, 0.9987574515690794, -0.25134586204184456, 1729798626471093156, 
-0.6768902579005165, 0.9904669451011715, -0.16208843982951482, 1729798626578265566, 
-0.5310818622408524, 0.9356191186368242, -0.14702714836804467, 1729798626687088928, 
-0.41660205903305636, 0.8698261389018005, -0.10775922048612567, 1729798626777257810, 
-0.30137730477736513, 0.8116838706472776, -0.07870635934010678, 1729798626876126161, 
-0.19257642922292817, 0.7657363503713523, -0.05918657818284108, 1729798626972259298, 
-0.08136121983158917, 0.7027245070117346, -0.040279024955078443, 1729798627086162549, 
0.001070974597043417, 0.627565201301837, -0.018633010387093, 1729798627177117701, 
0.07270023437177775, 0.5432956963646672, -0.0004805649760510771, 1729798627276108908, 
0.11926668959296505, 0.4015203816264461, 0.012599532419738702, 1729798627372926905, 
0.16634392515594243, 0.2978413175165366, 0.025192767364303197, 1729798627487038335, 
0.19677124782300703, 0.25009207645276527, 0.03283531371304978, 1729798627577134295, 
0.215856523945408, 0.1761994831808306, 0.036684258690210934, 1729798627677121506, 
0.22986328352428664, 0.1121850406166243, 0.04200521025360593, 1729798627773270303, 
0.23394168631564005, 0.060452124561485, 0.047680260149770885, 1729798627887580362, 
0.234442095926223, 0.013755687641732845, 0.04744602311324259, 1729798627977120883, 
0.22902721376281, -0.016190525397298514, 0.044057657598714224, 1729798628077099847, 
0.21873286455151675, -0.05338285777005929, 0.04482207749624899, 1729798628174227016, 
0.20111613293939845, -0.08713277191519786, 0.04552595245042499, 1729798628287583534, 
0.18731358525089137, -0.10318848998938913, 0.04106301971697459, 1729798628377120051, 
0.17110536008238064, -0.10596026338945169, 0.03516360729205522, 1729798628476116525, 
0.15388802705118998, -0.11305798996178769, 0.03366362711701145, 1729798628574249676, 
0.1349890193488381, -0.1159113652261594, 0.03186590709179662, 1729798628683945607, 
0.11833668734254665, -0.11698703675749728, 0.027540484592313084, 1729798628777144242, 
0.10147991417339997, -0.11575399273018834, 0.022848019947997095, 1729798628877133245, 
0.08434732422456825, -0.11502948273131215, 0.019979139672185443, 1729798628974200546, 
0.06931212585453084, -0.10414567417597918, 0.017661871022643338, 1729798629084806464, 
0.0580532097598101, -0.08595458976196164, 0.014322072944317732, 1729798629177146458, 
0.04570426092079405, -0.08181700446781454, 0.011094545777762978, 1729798629277120065, 
0.035754331791940874, -0.07493870310618184, 0.009217163736124563, 1729798629375348264, 
0.026722164754966027, -0.06114350868802498, 0.007507510789641558, 1729798629485313582, 
0.020090045486167885, -0.05145152400018293, 0.0055539746020825875, 1729798629577148211, 
0.014127363936899062, -0.04374251235496596, 0.00391802474856512, 1729798629678194389, 
0.005858616014239093, -0.04454261658559735, 0.0028301689564585782, 1729798629789008214, 
0.0015704680707187002, -0.039590454366058014, 0.0014941065351561764, 1729798629886128442, 
-0.0017351650936050511, -0.026690712370002184, 0.00035900168540546726, 1729798629978158263, 
-0.0047084685334324305, -0.021785979001152627, -0.00031355466317497795, 1729798630079157794, 
-0.009056198143102101, -0.02475756199194325, -0.0010228529323049248, 1729798630176131947, 
-0.010445309628834387, -0.019958640115255437, -0.0015278342431279729, 1729798630268480686, 
-0.011873564979984153, -0.009394579666307528, -0.0021024409582250177, 1729798630377161692, 
-0.013031744040046256, -0.008242066069525147, -0.002458727509338271, 1729798630477138492, 
-0.01682518135676281, -0.01649947090763534, -0.002782459845085711, 1729798630577192400, 
-0.016457660376858918, -0.011522705670698054, -0.0032404587359876366, 1729798630687037297, 
-0.015253153817104792, 0.0055616749041061024, -0.0032380483493108575, 1729798630777335509, 
-0.013309291360523723, 0.01093796571330838, -0.0028529694242341616, 1729798630877150318, 
-0.014296387676793199, 0.0032017201742329626, -0.0028548173703446924, 1729798630977164845, 
-0.010866604845030992, 0.007105412039605225, -0.0026929783105225234, 1729798631087143958, 
-0.01110738851174986, 0.009503708916079575, -0.002418072009677898, 1729798631177168700, 
-0.012810095464952376, -0.006568541304182948, -0.00220301259435628, 1729798631277145709, 
-0.009582176958930155, 0.005078701753639041, -0.0022334725547375855, 1729798631377183192, 
-0.01035192406304164, 0.008422403416769163, -0.0022921290959874332, 1729798631487148947, 
-0.010134436250383239, -0.0015277801870095763, -0.002004222812055187, 1729798631577148637, 
-0.008885576270083462, 0.004967868239362687, -0.001860339942222285, 1729798631677160927, 
-0.0079818622015293, 0.007171584492479781, -0.0018011780005768084, 1729798631777265631, 
