x, y, stamp, 
-2.0750121620949358e-08, 2.4254887875940767e-08, 1731620850.142377, 
-2.0750121620949358e-08, 2.4254887875940767e-08, 1731620850.1922998, 
-2.0750121620949358e-08, 2.4254887875940767e-08, 1731620850.2823493, 
-2.0750121620949358e-08, 2.4254887875940767e-08, 1731620850.3330865, 
7.0123251134646125e-06, -6.382891115208622e-06, 1731620850.3918397, 
0.0011874660849571228, -8.409766451222822e-05, 1731620850.4418957, 
0.004164778161793947, -0.0003846068284474313, 1731620850.4977946, 
0.0071564181707799435, -0.0006459756987169385, 1731620850.5369895, 
0.018113605678081512, -0.0019110443536192179, 1731620850.6369643, 
0.06999490410089493, -0.017066126689314842, 1731620850.899021, 
0.09002664685249329, -0.028893278911709785, 1731620850.9869127, 
0.1100686714053154, -0.04450482875108719, 1731620851.086895, 
0.13016103208065033, -0.0666169673204422, 1731620851.1968102, 
0.1450614035129547, -0.08906190097332001, 1731620851.2929435, 
0.1568126380443573, -0.11277861148118973, 1731620851.386998, 
0.16597332060337067, -0.13912582397460938, 1731620851.4886255, 
0.1718936264514923, -0.17278841137886047, 1731620851.5973372, 
0.17449183762073517, -0.20590807497501373, 1731620851.6935735, 
0.1740145981311798, -0.23756104707717896, 1731620851.7869856, 
0.17122261226177216, -0.27209216356277466, 1731620851.888064, 
0.16490937769412994, -0.30991727113723755, 1731620851.9968, 
0.15665540099143982, -0.3425467014312744, 1731620852.093812, 
0.14672236144542694, -0.37347713112831116, 1731620852.1867301, 
0.1333107352256775, -0.40769457817077637, 1731620852.2979963, 
0.11860910803079605, -0.43742984533309937, 1731620852.3967817, 
0.10310108214616776, -0.465074360370636, 1731620852.4949756, 
0.08651801943778992, -0.4905889630317688, 1731620852.5867884, 
0.0685141384601593, -0.5145711898803711, 1731620852.6851847, 
0.04742227494716644, -0.5394275784492493, 1731620852.7967575, 
0.028302490711212158, -0.5596352815628052, 1731620852.8947763, 
0.010783480480313301, -0.5760236382484436, 1731620852.9867885, 
-0.007992471568286419, -0.5921566486358643, 1731620853.0857904, 
-0.02081633172929287, -0.602177619934082, 1731620853.1472478, 
-0.05524885281920433, -0.6269152164459229, 1731620853.2957942, 
-0.07929164916276932, -0.6424093246459961, 1731620853.3887463, 
-0.1053709015250206, -0.6580110192298889, 1731620853.486267, 
-0.1328757405281067, -0.6732195615768433, 1731620853.5999393, 
-0.1556718945503235, -0.6848563551902771, 1731620853.696799, 
-0.1766444444656372, -0.6952251195907593, 1731620853.7877753, 
-0.19962948560714722, -0.7055714726448059, 1731620853.8978407, 
-0.20817771553993225, -0.7093579769134521, 1731620853.9366875, 
-0.2487756609916687, -0.7260482907295227, 1731620854.0968034, 
-0.26666319370269775, -0.7328118085861206, 1731620854.1867876, 
-0.28596705198287964, -0.7395988702774048, 1731620854.287081, 
-0.3106832206249237, -0.7477487325668335, 1731620854.3967936, 
-0.3312636613845825, -0.7541107535362244, 1731620854.4968624, 
-0.34880125522613525, -0.7589885592460632, 1731620854.5877588, 
-0.3674154579639435, -0.7639115452766418, 1731620854.6870582, 
-0.3851724863052368, -0.7683213949203491, 1731620854.7968109, 
-0.39977338910102844, -0.7717717289924622, 1731620854.8978546, 
-0.4132082164287567, -0.7747511863708496, 1731620854.9887822, 
-0.4291480779647827, -0.7781968712806702, 1731620855.0872266, 
-0.4439789950847626, -0.7810295224189758, 1731620855.1967962, 
-0.4585896134376526, -0.7840306162834167, 1731620855.2977881, 
-0.4724031984806061, -0.7867176532745361, 1731620855.3868184, 
-0.48837411403656006, -0.7897767424583435, 1731620855.486804, 
-0.5058835744857788, -0.792996883392334, 1731620855.5968282, 
-0.5221242308616638, -0.7957006692886353, 1731620855.6977897, 
-0.5352674126625061, -0.7977088093757629, 1731620855.786806, 
-0.550421416759491, -0.8001813888549805, 1731620855.8867683, 
-0.5669128894805908, -0.8027613759040833, 1731620855.9968028, 
-0.5808991193771362, -0.8047675490379333, 1731620856.0977767, 
-0.5940572023391724, -0.8064796328544617, 1731620856.1868956, 
-0.6091137528419495, -0.8086813688278198, 1731620856.2987518, 
-0.6218323111534119, -0.8103998303413391, 1731620856.3969758, 
-0.634980320930481, -0.8120238184928894, 1731620856.4979026, 
-0.6468412280082703, -0.8136805295944214, 1731620856.5873833, 
-0.6602674126625061, -0.8153218030929565, 1731620856.6872864, 
-0.6741963028907776, -0.8170381784439087, 1731620856.7968464, 
-0.6861129403114319, -0.8183088302612305, 1731620856.897856, 
-0.6968345046043396, -0.819476306438446, 1731620856.9877858, 
