x, y, stamp, 
-0.7087596654891968, -0.8209920525550842, 1731620857.0870929, 
-0.7210902571678162, -0.8222474455833435, 1731620857.1968458, 
-0.7316550612449646, -0.8233203887939453, 1731620857.297811, 
-0.7408500909805298, -0.824134886264801, 1731620857.3869834, 
-0.752505898475647, -0.8253347873687744, 1731620857.4981523, 
-0.7633578777313232, -0.8263041973114014, 1731620857.5968027, 
-0.7734842896461487, -0.8271893858909607, 1731620857.6928473, 
-0.7838278412818909, -0.8280994892120361, 1731620857.792398, 
-0.7933779358863831, -0.8290137648582458, 1731620857.8821027, 
-0.8047964572906494, -0.8299267888069153, 1731620857.9918864, 
-0.8152896165847778, -0.8307472467422485, 1731620858.0990658, 
-0.823926568031311, -0.8314731121063232, 1731620858.1867025, 
-0.8334720134735107, -0.8321201205253601, 1731620858.2883751, 
-0.8434022665023804, -0.8328346610069275, 1731620858.3971508, 
-0.8515303730964661, -0.8336378931999207, 1731620858.4930797, 
-0.8596222996711731, -0.8343567848205566, 1731620858.5872674, 
-0.8682953715324402, -0.8350815773010254, 1731620858.6881864, 
-0.8776789307594299, -0.8355526328086853, 1731620858.7968526, 
-0.8855379223823547, -0.8360267281532288, 1731620858.8939714, 
-0.8933170437812805, -0.8366172313690186, 1731620858.9880898, 
-0.9014577269554138, -0.8373113870620728, 1731620859.0882797, 
-0.9099974036216736, -0.8377460837364197, 1731620859.1978204, 
-0.9173073172569275, -0.8381071090698242, 1731620859.2938561, 
-0.9242998957633972, -0.8386502265930176, 1731620859.3868122, 
-0.9317352771759033, -0.8390299081802368, 1731620859.4892757, 
-0.9396824836730957, -0.8393615484237671, 1731620859.5981522, 
-0.9464381337165833, -0.8397377729415894, 1731620859.6949866, 
-0.9528432488441467, -0.8399857878684998, 1731620859.7878964, 
-0.9590187072753906, -0.8403443098068237, 1731620859.8837516, 
-0.9667710065841675, -0.8407836556434631, 1731620859.9978316, 
-0.9732197523117065, -0.8410779237747192, 1731620860.0958555, 
-0.9794250726699829, -0.8414561152458191, 1731620860.187823, 
-0.98588627576828, -0.8417184948921204, 1731620860.286096, 
-0.9927636384963989, -0.842065691947937, 1731620860.39787, 
-0.9983938336372375, -0.8423767685890198, 1731620860.4958456, 
-1.0039738416671753, -0.8425631523132324, 1731620860.5878353, 
-1.0105955600738525, -0.842826783657074, 1731620860.698939, 
-1.0163968801498413, -0.843039870262146, 1731620860.799842, 
-1.0215190649032593, -0.8432901501655579, 1731620860.896857, 
-1.0266835689544678, -0.8435304164886475, 1731620860.988833, 
-1.032700538635254, -0.8438426852226257, 1731620861.0979335, 
-1.0379514694213867, -0.8440954685211182, 1731620861.197888, 
-1.0431212186813354, -0.8442751169204712, 1731620861.2978559, 
-1.0479397773742676, -0.8445011377334595, 1731620861.38789, 
-1.0533881187438965, -0.8447441458702087, 1731620861.4977531, 
-1.0586575269699097, -0.8448965549468994, 1731620861.5978708, 
-1.0629912614822388, -0.8451160788536072, 1731620861.697839, 
-1.067975401878357, -0.8452735543251038, 1731620861.7878845, 
-1.0729068517684937, -0.8454698324203491, 1731620861.8979533, 
-1.077138066291809, -0.845618724822998, 1731620861.9979672, 
-1.0815144777297974, -0.8458170294761658, 1731620862.0978613, 
-1.0851995944976807, -0.8459404706954956, 1731620862.1889155, 
-1.0874898433685303, -0.8458567261695862, 1731620862.2378747, 
-1.0942341089248657, -0.8462278842926025, 1731620862.3978927, 
-1.0984092950820923, -0.8462154269218445, 1731620862.497863, 
-1.1023213863372803, -0.8464874625205994, 1731620862.587918, 
-1.1063671112060547, -0.8466883897781372, 1731620862.6874268, 
-1.1101629734039307, -0.8466439843177795, 1731620862.778163, 
-1.1142895221710205, -0.8469710946083069, 1731620862.8978703, 
-1.1174722909927368, -0.8471153378486633, 1731620862.987895, 
-1.1218105554580688, -0.8470827341079712, 1731620863.0879593, 
-1.125671625137329, -0.8474322557449341, 1731620863.197855, 
-1.1287972927093506, -0.8475348353385925, 1731620863.297879, 
-1.1319218873977661, -0.8474313020706177, 1731620863.38796, 
-1.1353641748428345, -0.8474688529968262, 1731620863.498919, 
-1.1385794878005981, -0.8477715849876404, 1731620863.5979638, 
-1.1417272090911865, -0.8478162288665771, 1731620863.6978788, 
-1.1446698904037476, -0.8478165864944458, 1731620863.787953, 
-1.1479640007019043, -0.8481048345565796, 1731620863.8895462, 
-1.1514729261398315, -0.8481897115707397, 1731620863.9978855, 
-1.1545658111572266, -0.8481299877166748, 1731620864.097888, 
-1.1571813821792603, -0.848227322101593, 1731620864.1878889, 
-1.1601260900497437, -0.8484362959861755, 1731620864.287457, 
-1.163657784461975, -0.8484436869621277, 1731620864.3976512, 
-1.1667789220809937, -0.8484145402908325, 1731620864.4989023, 
-1.169145941734314, -0.8486278057098389, 1731620864.5878923, 
-1.1720049381256104, -0.8487884998321533, 1731620864.687976, 
-1.175333023071289, -0.8488028049468994, 1731620864.7980773, 
-1.178439974784851, -0.8488808870315552, 1731620864.8989942, 
-1.1809653043746948, -0.8490234613418579, 1731620864.9881213, 
-1.1840935945510864, -0.8490632176399231, 1731620865.0875034, 
-1.1873940229415894, -0.8489515781402588, 1731620865.1981306, 
-1.1903843879699707, -0.8490804433822632, 1731620865.2993135, 
-1.1930272579193115, -0.8493112921714783, 1731620865.3877487, 
-1.1962047815322876, -0.8493337035179138, 1731620865.4880815, 
-1.199583888053894, -0.8493411540985107, 1731620865.5980177, 
-1.2024508714675903, -0.8494661450386047, 1731620865.6932716, 
-1.205421805381775, -0.849601149559021, 1731620865.7884147, 
-1.208364725112915, -0.8496209979057312, 1731620865.8882308, 
-1.2116637229919434, -0.8496442437171936, 1731620865.9980464, 
-1.2144540548324585, -0.8498401045799255, 1731620866.0941443, 
-1.217228889465332, -0.8499699234962463, 1731620866.1879363, 
-1.2200647592544556, -0.8498590588569641, 1731620866.2893178, 
-1.2230257987976074, -0.8499764800071716, 1731620866.3979726, 
-1.2260676622390747, -0.8500657677650452, 1731620866.4939778, 
-1.228617548942566, -0.8501713275909424, 1731620866.5879982, 
-1.231784462928772, -0.8500154614448547, 1731620866.6888773, 
-1.2348846197128296, -0.850255012512207, 1731620866.7979658, 
-1.2378594875335693, -0.8503768444061279, 1731620866.8949418, 
-1.2404475212097168, -0.8503701090812683, 1731620866.9879467, 
-1.24349844455719, -0.8503528833389282, 1731620867.084823, 
-1.2469491958618164, -0.8504813313484192, 1731620867.1979737, 
-1.2501015663146973, -0.8506361842155457, 1731620867.2959797, 
-1.2528338432312012, -0.8505837321281433, 1731620867.3879466, 
-1.2559603452682495, -0.8506927490234375, 1731620867.4854755, 
-1.2602771520614624, -0.8508169651031494, 1731620867.5980952, 
-1.2634577751159668, -0.8507906198501587, 1731620867.6959527, 
-1.266098141670227, -0.850694477558136, 1731620867.787941, 
-1.269423246383667, -0.8507782816886902, 1731620867.8869958, 
-1.2732757329940796, -0.8507723212242126, 1731620868.0000463, 
-1.2759994268417358, -0.8507623076438904, 1731620868.0969563, 
-1.278196096420288, -0.8507803678512573, 1731620868.188997, 
-1.2789418697357178, -0.8508847951889038, 1731620868.2868607, 
-1.2796133756637573, -0.850843608379364, 1731620868.4002295, 
-1.279693365097046, -0.8508758544921875, 1731620868.497971, 
-1.2790712118148804, -0.8508513569831848, 1731620868.5889912, 
-1.2786054611206055, -0.8504869937896729, 1731620868.6978722, 
-1.277932047843933, -0.8502079844474792, 1731620868.7980843, 
-1.2771496772766113, -0.8499642014503479, 1731620868.8979461, 
-1.2769174575805664, -0.8500654697418213, 1731620868.9879773, 
-1.277051329612732, -0.8502437472343445, 1731620869.0983615, 
-1.2775697708129883, -0.8502190113067627, 1731620869.198031, 
